"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
480,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","96",,"Mass density of rain",,"kg m-3","Operational"
481,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","97",,"Mass density of snow",,"kg m-3","Operational"
482,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","98",,"Mass density of graupel",,"kg m-3","Operational"
483,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","99",,"Mass density of hail",,"kg m-3","Operational"
484,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","100",,"Specific number concentration of rain",,"kg-1","Operational"
485,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","101",,"Specific number concentration of snow",,"kg-1","Operational"
486,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","102",,"Specific number concentration of graupel",,"kg-1","Operational"
487,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","103",,"Specific number concentration of hail",,"kg-1","Operational"
488,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","104",,"Number density of rain",,"m-3","Operational"
489,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","105",,"Number density of snow",,"m-3","Operational"
490,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","106",,"Number density of graupel",,"m-3","Operational"
491,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","107",,"Number density of hail",,"m-3","Operational"
492,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","108",,"Specific humidity tendency due to parameterization",,"kg kg-1 s-1","Operational"
493,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","109",,"Mass density of liquid water coating on hail expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
494,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","110",,"Specific mass of liquid water coating on hail expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
495,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","111",,"Mass mixing ratio of liquid water coating on hail expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
496,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","112",,"Mass density of liquid water coating on graupel expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
497,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","113",,"Specific mass of liquid water coating on graupel expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
498,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","114",,"Mass mixing ratio of liquid water coating on graupel expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
499,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","115",,"Mass density of liquid water coating on snow expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
500,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","116",,"Specific mass of liquid water coating on snow expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
501,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","117",,"Mass mixing ratio of liquid water coating on snow expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
502,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","118-191",,"Reserved",,,"Operational"
503,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","192-254",,"Reserved for local use",,,"Operational"
504,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","255",,"Missing",,,"Operational"
505,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","0",,"Wind direction (from which blowing)",,"degree true","Operational"
506,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","1",,"Wind speed",,"m/s","Operational"
507,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","2",,"u-component of wind",,"m/s","Operational"
508,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","3",,"v-component of wind",,"m/s","Operational"
509,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","4",,"Stream function",,"m2/s","Operational"
510,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","5",,"Velocity potential",,"m2/s","Operational"
511,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","6",,"Montgomery stream function",,"m2 s-2","Operational"
512,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","7",,"Sigma coordinate vertical velocity",,"/s","Operational"
513,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","8",,"Vertical velocity (pressure)",,"Pa/s","Operational"
514,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","9",,"Vertical velocity (geometric)",,"m/s","Operational"
515,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","10",,"Absolute vorticity",,"/s","Operational"
516,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","11",,"Absolute divergence",,"/s","Operational"
517,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","12",,"Relative vorticity",,"/s","Operational"
518,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","13",,"Relative divergence",,"/s","Operational"
519,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","14",,"Potential vorticity",,"K m2 kg-1 s-1","Operational"
520,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","15",,"Vertical u-component shear",,"/s","Operational"
521,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","16",,"Vertical v-component shear",,"/s","Operational"
522,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","17",,"Momentum flux, u-component",,"N m-2","Operational"
523,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","18",,"Momentum flux, v-component",,"N m-2","Operational"
524,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","19",,"Wind mixing energy",,"J","Operational"
525,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","20",,"Boundary layer dissipation",,"W m-2","Operational"
526,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","21",,"Maximum wind speed","*","m/s","Deprecated"
527,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","22",,"Wind speed (gust)",,"m/s","Operational"
528,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","23",,"u-component of wind (gust)",,"m/s","Operational"
529,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","24",,"v-component of wind (gust)",,"m/s","Operational"
530,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","25",,"Vertical speed shear",,"/s","Operational"
531,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","26",,"Horizontal momentum flux",,"N m-2","Operational"
532,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","27",,"u-component storm motion",,"m/s","Operational"
533,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","28",,"v-component storm motion",,"m/s","Operational"
534,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","29",,"Drag coefficient",,"Numeric","Operational"
535,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","30",,"Frictional velocity",,"m/s","Operational"
536,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","31",,"Turbulent diffusion coefficient for momentum",,"m2/s","Operational"
537,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","32",,"Eta coordinate vertical velocity",,"/s","Operational"
538,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","33",,"Wind fetch",,"m","Operational"
539,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","34",,"Normal wind component","**","m/s","Operational"
540,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","35",,"Tangential wind component","**","m/s","Operational"
541,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","36",,"Amplitude function for Rossby wave envelope for meridional wind","***","m/s","Operational"
542,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","37",,"Northward turbulent surface stress","****","N m-2 s","Operational"
543,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","38",,"Eastward turbulent surface stress","****","N m-2 s","Operational"
544,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","39",,"Eastward wind tendency due to parameterization",,"m s-2","Operational"
545,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","40",,"Northward wind tendency due to parameterization",,"m s-2","Operational"
546,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","41",,"u-component of geostrophic wind",,"m s-1","Operational"
547,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","42",,"v-component of geostrophic wind",,"m s-1","Operational"
548,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","43",,"Geostrophic wind direction",,"degree true","Operational"
549,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","44",,"Geostrophic wind speed",,"m s-1","Operational"
550,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","45-191",,"Reserved",,,"Operational"
551,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","192-254",,"Reserved for local use",,,"Operational"
552,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","255",,"Missing",,,"Operational"
553,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","0",,"Pressure",,"Pa","Operational"
554,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","1",,"Pressure reduced to MSL",,"Pa","Operational"
555,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","2",,"Pressure tendency",,"Pa/s","Operational"
556,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","3",,"ICAO Standard Atmosphere Reference Height",,"m","Operational"
557,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","4",,"Geopotential",,"m2 s-2","Operational"
558,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","5",,"Geopotential height",,"gpm","Operational"
559,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","6",,"Geometric height",,"m","Operational"
560,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","7",,"Standard deviation of height",,"m","Operational"
561,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","8",,"Pressure anomaly",,"Pa","Operational"
562,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","9",,"Geopotential height anomaly",,"gpm","Operational"
563,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","10",,"Density",,"kg m-3","Operational"
564,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","11",,"Altimeter setting",,"Pa","Operational"
565,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","12",,"Thickness",,"m","Operational"
566,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","13",,"Pressure altitude",,"m","Operational"
567,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","14",,"Density altitude",,"m","Operational"
568,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","15",,"5-wave geopotential height",,"gpm","Operational"
569,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","16",,"Zonal flux of gravity wave stress",,"N m-2","Operational"
570,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","17",,"Meridional flux of gravity wave stress",,"N m-2","Operational"
571,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","18",,"Planetary boundary layer height",,"m","Operational"
572,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","19",,"5-wave geopotential height anomaly",,"gpm","Operational"
573,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","20",,"Standard deviation of sub-grid scale orography",,"m","Operational"
574,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","21",,"Angle of sub-gridscale orography",,"rad","Operational"
575,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","22",,"Slope of sub-gridscale orography",,"Numeric","Operational"
576,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","23",,"Gravity wave dissipation",,"W m-2","Operational"
577,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","24",,"Anisotropy of sub-gridscale orography",,"Numeric","Operational"
578,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","25",,"Natural logarithm of pressure in Pa",,"Numeric","Operational"
579,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","26",,"Exner pressure",,"Numeric","Operational"
580,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","27",,"Updraught mass flux",,"kg m-2 s-1","Operational"
581,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","28",,"Downdraught mass flux",,"kg m-2 s-1","Operational"
582,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","29",,"Updraught detrainment rate",,"kg m-3 s-1","Operational"
583,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","30",,"Downdraught detrainment rate",,"kg m-3 s-1","Operational"
584,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","31-191",,"Reserved",,,"Operational"
585,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","192-254",,"Reserved for local use",,,"Operational"
586,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","255",,"Missing",,,"Operational"
587,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","0",,"Net short-wave radiation flux (surface)","*","W m-2","Deprecated"
588,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","1",,"Net short-wave radiation flux (top of atmosphere)","*","W m-2","Deprecated"
589,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","2",,"Short-wave radiation flux","*","W m-2","Deprecated"
590,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","3",,"Global radiation flux",,"W m-2","Operational"
591,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","4",,"Brightness temperature",,"K","Operational"
592,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","5",,"Radiance (with respect to wave number)",,"W m-1 sr-1","Operational"
593,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","6",,"Radiance (with respect to wavelength)",,"W m-3 sr-1","Operational"
594,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","7",,"Downward short-wave radiation flux",,"W m-2","Operational"
595,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","8",,"Upward short-wave radiation flux",,"W m-2","Operational"
596,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","9",,"Net short wave radiation flux",,"W m-2","Operational"
597,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","10",,"Photosynthetically active radiation",,"W m-2","Operational"
598,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","11",,"Net short-wave radiation flux, clear sky",,"W m-2","Operational"
599,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","12",,"Downward UV radiation",,"W m-2","Operational"
600,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","13",,"Direct short-wave radiation flux",,"W m-2","Operational"
601,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","14",,"Diffuse short-wave radiation flux",,"W m-2","Operational"
602,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","15-49",,"Reserved",,,"Operational"
603,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","50",,"UV index (under clear sky)","**","Numeric","Operational"
604,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","51",,"UV index","**","Numeric","Operational"
605,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","52",,"Downward short-wave radiation flux, clear sky",,"W m-2","Operational"
606,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","53",,"Upward short-wave radiation flux, clear sky",,"W m-2","Operational"
607,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","54-191",,"Reserved",,,"Operational"
608,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","192-254",,"Reserved for local use",,,"Operational"
609,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","255",,"Missing",,,"Operational"
610,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","0",,"Net long-wave radiation flux (surface)","*","W m-2","Deprecated"
611,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","1",,"Net long-wave radiation flux (top of atmosphere)","*","W m-2","Deprecated"
612,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","2",,"Long-wave radiation flux","*","W m-2","Deprecated"
613,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","3",,"Downward long-wave radiation flux",,"W m-2","Operational"
614,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","4",,"Upward long-wave radiation flux",,"W m-2","Operational"
615,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","5",,"Net long-wave radiation flux",,"W m-2","Operational"
616,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","6",,"Net long-wave radiation flux, clear sky",,"W m-2","Operational"
617,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","7",,"Brightness temperature",,"K","Operational"
618,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","8",,"Downward long-wave radiation flux, clear sky",,"W m-2","Operational"
619,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","9-191",,"Reserved",,,"Operational"
620,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","192-254",,"Reserved for local use",,,"Operational"
621,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","255",,"Missing",,,"Operational"
622,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","0",,"Cloud ice",,"kg m-2","Operational"
623,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","1",,"Total cloud cover",,"%","Operational"
624,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","2",,"Convective cloud cover",,"%","Operational"
625,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","3",,"Low cloud cover",,"%","Operational"
626,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","4",,"Medium cloud cover",,"%","Operational"
627,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","5",,"High cloud cover",,"%","Operational"
628,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","6",,"Cloud water",,"kg m-2","Operational"
629,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","7",,"Cloud amount",,"%","Operational"
630,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","8",,"Cloud type",,"(Code table 4.203)","Operational"
631,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","9",,"Thunderstorm maximum tops",,"m","Operational"
632,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","10",,"Thunderstorm coverage",,"(Code table 4.204)","Operational"
633,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","11",,"Cloud base",,"m","Operational"
634,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","12",,"Cloud top",,"m","Operational"
635,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","13",,"Ceiling",,"m","Operational"
636,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","14",,"Non-convective cloud cover",,"%","Operational"
637,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","15",,"Cloud work function",,"J/kg","Operational"
638,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","16",,"Convective cloud efficiency",,"Proportion","Operational"
639,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","17",,"Total condensate","*","kg/kg","Deprecated"
640,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","18",,"Total column-integrated cloud water","*","kg m-2","Deprecated"
641,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","19",,"Total column-integrated cloud ice","*","kg m-2","Deprecated"
642,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","20",,"Total column-integrated condensate","*","kg m-2","Deprecated"
643,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","21",,"Ice fraction of total condensate",,"Proportion","Operational"
644,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","22",,"Cloud cover",,"%","Operational"
645,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","23",,"Cloud ice mixing ratio","*","kg/kg","Deprecated"
646,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","24",,"Sunshine",,"Numeric","Operational"
647,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","25",,"Horizontal extent of cumulonimbus (CB)",,"%","Operational"
