"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
1275.00,"Code table 4.9 - Probability type",,"3",,"Probability of event above lower limit",,,"Operational"
1276.00,"Code table 4.9 - Probability type",,"4",,"Probability of event below upper limit",,,"Operational"
1277.00,"Code table 4.9 - Probability type",,"5-191",,"Reserved",,,"Operational"
1278.00,"Code table 4.9 - Probability type",,"192-254",,"Reserved for local use",,,"Operational"
1279.00,"Code table 4.9 - Probability type",,"255",,"Missing",,,"Operational"
1280.00,"Code table 4.10 - Type of statistical processing",,"0",,"Average",,,"Operational"
1281.00,"Code table 4.10 - Type of statistical processing",,"1",,"Accumulation","(see Note 1)",,"Operational"
1282.00,"Code table 4.10 - Type of statistical processing",,"2",,"Maximum",,,"Operational"
1283.00,"Code table 4.10 - Type of statistical processing",,"3",,"Minimum",,,"Operational"
1284.00,"Code table 4.10 - Type of statistical processing",,"4",,"Difference (value at the end of time range minus value at the beginning)",,,"Operational"
1285.00,"Code table 4.10 - Type of statistical processing",,"5",,"Root mean square",,,"Operational"
1286.00,"Code table 4.10 - Type of statistical processing",,"6",,"Standard deviation",,,"Operational"
1287.00,"Code table 4.10 - Type of statistical processing",,"7",,"Covariance (temporal variance)","(see Note 2)",,"Operational"
1288.00,"Code table 4.10 - Type of statistical processing",,"8",,"Difference (value at the start of time range minus value at the end)",,,"Operational"
1289.00,"Code table 4.10 - Type of statistical processing",,"9",,"Ratio","(see Note 3)",,"Operational"
1290.00,"Code table 4.10 - Type of statistical processing",,"10",,"Standardized anomaly",,,"Operational"
1291.00,"Code table 4.10 - Type of statistical processing",,"11",,"Summation",,,"Operational"
1292.00,"Code table 4.10 - Type of statistical processing",,"12-191",,"Reserved",,,"Operational"
1295.00,"Code table 4.10 - Type of statistical processing",,"14-191",,"Reserved",,,"Operational"
1296.00,"Code table 4.10 - Type of statistical processing",,"192-254",,"Reserved for local use",,,"Operational"
1297.00,"Code table 4.10 - Type of statistical processing",,"255",,"Missing",,,"Operational"
1298.00,"Code table 4.11 - Type of time intervals",,"0",,"Reserved",,,"Operational"
1299.00,"Code table 4.11 - Type of time intervals",,"1",,"Successive times processed have same forecast time, start time of forecast is incremented",,,"Operational"
1300.00,"Code table 4.11 - Type of time intervals",,"2",,"Successive times processed have same start time of forecast, forecast time is incremented",,,"Operational"
1301.00,"Code table 4.11 - Type of time intervals",,"3",,"Successive times processed have start time of forecast incremented and forecast time decremented so that valid time remains constant",,,"Operational"
1302.00,"Code table 4.11 - Type of time intervals",,"4",,"Successive times processed have start time of forecast decremented and forecast time incremented so that valid time remains constant",,,"Operational"
1303.00,"Code table 4.11 - Type of time intervals",,"5",,"Floating subinterval of time between forecast time and end of overall time interval","*",,"Operational"
1304.00,"Code table 4.11 - Type of time intervals",,"6-191",,"Reserved",,,"Operational"
1305.00,"Code table 4.11 - Type of time intervals",,"192-254",,"Reserved for local use",,,"Operational"
1306.00,"Code table 4.11 - Type of time intervals",,"255",,"Missing",,,"Operational"
1307.00,"Code table 4.12 - Operating mode",,"0",,"Maintenance mode",,,"Operational"
1308.00,"Code table 4.12 - Operating mode",,"1",,"Clear air",,,"Operational"
1309.00,"Code table 4.12 - Operating mode",,"2",,"Precipitation",,,"Operational"
1310.00,"Code table 4.12 - Operating mode",,"3-191",,"Reserved",,,"Operational"
1311.00,"Code table 4.12 - Operating mode",,"192-254",,"Reserved for local use",,,"Operational"
1312.00,"Code table 4.12 - Operating mode",,"255",,"Missing",,,"Operational"
1313.00,"Code table 4.13 - Quality control indicator",,"0",,"No quality control applied",,,"Operational"
1314.00,"Code table 4.13 - Quality control indicator",,"1",,"Quality control applied",,,"Operational"
1315.00,"Code table 4.13 - Quality control indicator",,"2-191",,"Reserved",,,"Operational"
1316.00,"Code table 4.13 - Quality control indicator",,"192-254",,"Reserved for local use",,,"Operational"
1317.00,"Code table 4.13 - Quality control indicator",,"255",,"Missing",,,"Operational"
1318.00,"Code table 4.14 - Clutter filter indicator",,"0",,"No clutter filter used",,,"Operational"
1319.00,"Code table 4.14 - Clutter filter indicator",,"1",,"Clutter filter used",,,"Operational"
1320.00,"Code table 4.14 - Clutter filter indicator",,"2-191",,"Reserved",,,"Operational"
1321.00,"Code table 4.14 - Clutter filter indicator",,"192-254",,"Reserved for local use",,,"Operational"
1322.00,"Code table 4.14 - Clutter filter indicator",,"255",,"Missing",,,"Operational"
1323.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"0",,"Data is calculated directly from the source grid with no interpolation","(see Note 1)",,"Operational"
1324.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"1",,"Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1325.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"2",,"Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1326.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"3",,"Using the value from the source grid grid-point which is nearest to the nominal grid-point",,,"Operational"
1327.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"4",,"Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 2)",,"Operational"
1328.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"5",,"Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1329.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"6",,"Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 3)",,"Operational"
1330.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"7-191",,"Reserved",,,"Operational"
1331.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"192-254",,"Reserved for local use",,,"Operational"
1332.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"255",,"Missing",,,"Operational"
1333.00,"Code table 4.91 - Type of Interval",,"0",,"Smaller than first limit",,,"Operational"
1334.00,"Code table 4.91 - Type of Interval",,"1",,"Greater than second limit",,,"Operational"
1335.00,"Code table 4.91 - Type of Interval",,"2",,"Between first and second limit. The range includes the first limit but not the second limit",,,"Operational"
1336.00,"Code table 4.91 - Type of Interval",,"3",,"Greater than first limit",,,"Operational"
1337.00,"Code table 4.91 - Type of Interval",,"4",,"Smaller than second limit",,,"Operational"
1338.00,"Code table 4.91 - Type of Interval",,"5",,"Smaller or equal first limit",,,"Operational"
1339.00,"Code table 4.91 - Type of Interval",,"6",,"Greater or equal second limit",,,"Operational"
1340.00,"Code table 4.91 - Type of Interval",,"7",,"Between first and second. The range includes the first limit and the second limit",,,"Operational"
1341.00,"Code table 4.91 - Type of Interval",,"8",,"Greater or equal first limit",,,"Operational"
1342.00,"Code table 4.91 - Type of Interval",,"9",,"Smaller or equal second limit",,,"Operational"
1343.00,"Code table 4.91 - Type of Interval",,"10",,"Between first and second limit. The range includes the second limit but not the first limit",,,"Operational"
1344.00,"Code table 4.91 - Type of Interval",,"11",,"Equal to first limit",,,"Operational"
1345.00,"Code table 4.91 - Type of Interval",,"12-191",,"Reserved",,,"Operational"
1346.00,"Code table 4.91 - Type of Interval",,"192-254",,"Reserved for local use",,,"Operational"
1347.00,"Code table 4.91 - Type of Interval",,"255",,"Missing",,,"Operational"
1348.00,"Code table 4.201 - Precipitation type",,"0",,"Reserved",,,"Operational"
1349.00,"Code table 4.201 - Precipitation type",,"1",,"Rain",,,"Operational"
1350.00,"Code table 4.201 - Precipitation type",,"2",,"Thunderstorm",,,"Operational"
1351.00,"Code table 4.201 - Precipitation type",,"3",,"Freezing rain",,,"Operational"
1352.00,"Code table 4.201 - Precipitation type",,"4",,"Mixed/ice",,,"Operational"
1353.00,"Code table 4.201 - Precipitation type",,"5",,"Snow",,,"Operational"
1354.00,"Code table 4.201 - Precipitation type",,"6",,"Wet snow",,,"Operational"
1355.00,"Code table 4.201 - Precipitation type",,"7",,"Mixture of rain and snow",,,"Operational"
1356.00,"Code table 4.201 - Precipitation type",,"8",,"Ice pellets",,,"Operational"
1357.00,"Code table 4.201 - Precipitation type",,"9",,"Graupel",,,"Operational"
1358.00,"Code table 4.201 - Precipitation type",,"10",,"Hail",,,"Operational"
1359.00,"Code table 4.201 - Precipitation type",,"11-191",,"Reserved",,,"Operational"
1360.00,"Code table 4.201 - Precipitation type",,"192-254",,"Reserved for local use",,,"Operational"
1361.00,"Code table 4.201 - Precipitation type",,"255",,"Missing",,,"Operational"
1362.00,"Code table 4.202 - Precipitable water category",,"0-191",,"Reserved",,,"Operational"
1363.00,"Code table 4.202 - Precipitable water category",,"192-254",,"Reserved for local use",,,"Operational"
1364.00,"Code table 4.202 - Precipitable water category",,"255",,"Missing",,,"Operational"
1365.00,"Code table 4.203 - Cloud type",,"0",,"Clear",,,"Operational"
1366.00,"Code table 4.203 - Cloud type",,"1",,"Cumulonimbus",,,"Operational"
1367.00,"Code table 4.203 - Cloud type",,"2",,"Stratus",,,"Operational"
1368.00,"Code table 4.203 - Cloud type",,"3",,"Stratocumulus",,,"Operational"
1369.00,"Code table 4.203 - Cloud type",,"4",,"Cumulus",,,"Operational"
1370.00,"Code table 4.203 - Cloud type",,"5",,"Altostratus",,,"Operational"
1371.00,"Code table 4.203 - Cloud type",,"6",,"Nimbostratus",,,"Operational"
1372.00,"Code table 4.203 - Cloud type",,"7",,"Altocumulus",,,"Operational"
1373.00,"Code table 4.203 - Cloud type",,"8",,"Cirrostratus",,,"Operational"
1374.00,"Code table 4.203 - Cloud type",,"9",,"Cirrocumulus",,,"Operational"
1375.00,"Code table 4.203 - Cloud type",,"10",,"Cirrus",,,"Operational"
1376.00,"Code table 4.203 - Cloud type",,"11",,"Cumulonimbus - ground-based fog beneath the lowest layer",,,"Operational"
1377.00,"Code table 4.203 - Cloud type",,"12",,"Stratus - ground-based fog beneath the lowest layer",,,"Operational"
1378.00,"Code table 4.203 - Cloud type",,"13",,"Stratocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1379.00,"Code table 4.203 - Cloud type",,"14",,"Cumulus - ground-based fog beneath the lowest layer",,,"Operational"
1380.00,"Code table 4.203 - Cloud type",,"15",,"Altostratus - ground-based fog beneath the lowest layer",,,"Operational"
1381.00,"Code table 4.203 - Cloud type",,"16",,"Nimbostratus - ground-based fog beneath the lowest layer",,,"Operational"
1382.00,"Code table 4.203 - Cloud type",,"17",,"Altocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1383.00,"Code table 4.203 - Cloud type",,"18",,"Cirrostratus - ground-based fog beneath the lowest layer",,,"Operational"
1384.00,"Code table 4.203 - Cloud type",,"19",,"Cirrocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1385.00,"Code table 4.203 - Cloud type",,"20",,"Cirrus - ground-based fog beneath the lowest layer",,,"Operational"
1386.00,"Code table 4.203 - Cloud type",,"21-190",,"Reserved",,,"Operational"
1387.00,"Code table 4.203 - Cloud type",,"191",,"Unknown",,,"Operational"
1388.00,"Code table 4.203 - Cloud type",,"192-254",,"Reserved for local use",,,"Operational"
1389.00,"Code table 4.203 - Cloud type",,"255",,"Missing",,,"Operational"
1390.00,"Code table 4.204 - Thunderstorm coverage",,"0",,"None",,,"Operational"
1391.00,"Code table 4.204 - Thunderstorm coverage",,"1",,"Isolated (1-2%)",,,"Operational"
1392.00,"Code table 4.204 - Thunderstorm coverage",,"2",,"Few (3-5%)",,,"Operational"
1393.00,"Code table 4.204 - Thunderstorm coverage",,"3",,"Scattered (16-45%)",,,"Operational"
1394.00,"Code table 4.204 - Thunderstorm coverage",,"4",,"Numerous (> 45%)",,,"Operational"
1395.00,"Code table 4.204 - Thunderstorm coverage",,"5-191",,"Reserved",,,"Operational"
1396.00,"Code table 4.204 - Thunderstorm coverage",,"192-254",,"Reserved for local use",,,"Operational"
1397.00,"Code table 4.204 - Thunderstorm coverage",,"255",,"Missing",,,"Operational"
1398.00,"Code table 4.205 - Presence of aerosol",,"0",,"Aerosol not present",,,"Operational"
1399.00,"Code table 4.205 - Presence of aerosol",,"1",,"Aerosol present",,,"Operational"
1400.00,"Code table 4.205 - Presence of aerosol",,"2-191",,"Reserved",,,"Operational"
1401.00,"Code table 4.205 - Presence of aerosol",,"192-254",,"Reserved for local use",,,"Operational"
1402.00,"Code table 4.205 - Presence of aerosol",,"255",,"Missing",,,"Operational"
1403.00,"Code table 4.206 - Volcanic ash",,"0",,"Not present",,,"Operational"
1404.00,"Code table 4.206 - Volcanic ash",,"1",,"Present",,,"Operational"
1405.00,"Code table 4.206 - Volcanic ash",,"2-191",,"Reserved",,,"Operational"
1406.00,"Code table 4.206 - Volcanic ash",,"192-254",,"Reserved for local use",,,"Operational"
1407.00,"Code table 4.206 - Volcanic ash",,"255",,"Missing",,,"Operational"
1408.00,"Code table 4.207 - Icing",,"0",,"None",,,"Operational"
1409.00,"Code table 4.207 - Icing",,"1",,"Light",,,"Operational"
1410.00,"Code table 4.207 - Icing",,"2",,"Moderate",,,"Operational"
1411.00,"Code table 4.207 - Icing",,"3",,"Severe",,,"Operational"
1412.00,"Code table 4.207 - Icing",,"4",,"Trace",,,"Operational"
1413.00,"Code table 4.207 - Icing",,"5",,"Heavy",,,"Operational"
1414.00,"Code table 4.207 - Icing",,"6-191",,"Reserved",,,"Operational"
1415.00,"Code table 4.207 - Icing",,"192-254",,"Reserved for local use",,,"Operational"
1416.00,"Code table 4.207 - Icing",,"255",,"Missing",,,"Operational"
1417.00,"Code table 4.208 - Turbulence",,"0",,"None (smooth)",,,"Operational"
1418.00,"Code table 4.208 - Turbulence",,"1",,"Light",,,"Operational"
1419.00,"Code table 4.208 - Turbulence",,"2",,"Moderate",,,"Operational"
1420.00,"Code table 4.208 - Turbulence",,"3",,"Severe",,,"Operational"
1421.00,"Code table 4.208 - Turbulence",,"4",,"Extreme",,,"Operational"
1422.00,"Code table 4.208 - Turbulence",,"5-191",,"Reserved",,,"Operational"
1423.00,"Code table 4.208 - Turbulence",,"192-254",,"Reserved for local use",,,"Operational"
1424.00,"Code table 4.208 - Turbulence",,"255",,"Missing",,,"Operational"
1425.00,"Code table 4.209 - Planetary boundary-layer regime",,"0",,"Reserved",,,"Operational"
1426.00,"Code table 4.209 - Planetary boundary-layer regime",,"1",,"Stable",,,"Operational"
1427.00,"Code table 4.209 - Planetary boundary-layer regime",,"2",,"Mechanically driven turbulence",,,"Operational"
1428.00,"Code table 4.209 - Planetary boundary-layer regime",,"3",,"Forced convection",,,"Operational"
1429.00,"Code table 4.209 - Planetary boundary-layer regime",,"4",,"Free convection",,,"Operational"
1430.00,"Code table 4.209 - Planetary boundary-layer regime",,"5-191",,"Reserved",,,"Operational"
1431.00,"Code table 4.209 - Planetary boundary-layer regime",,"192-254",,"Reserved for local use",,,"Operational"
1432.00,"Code table 4.209 - Planetary boundary-layer regime",,"255",,"Missing",,,"Operational"
1433.00,"Code table 4.210 - Contrail intensity",,"0",,"Contrail not present",,,"Operational"
1434.00,"Code table 4.210 - Contrail intensity",,"1",,"Contrail present",,,"Operational"
1435.00,"Code table 4.210 - Contrail intensity",,"2-191",,"Reserved",,,"Operational"
1436.00,"Code table 4.210 - Contrail intensity",,"192-254",,"Reserved for local use",,,"Operational"
1437.00,"Code table 4.210 - Contrail intensity",,"255",,"Missing",,,"Operational"
1438.00,"Code table 4.211 - Contrail engine type",,"0",,"Low bypass",,,"Operational"
1439.00,"Code table 4.211 - Contrail engine type",,"1",,"High bypass",,,"Operational"
1440.00,"Code table 4.211 - Contrail engine type",,"2",,"Non-bypass",,,"Operational"
1441.00,"Code table 4.211 - Contrail engine type",,"3-191",,"Reserved",,,"Operational"
1442.00,"Code table 4.211 - Contrail engine type",,"192-254",,"Reserved for local use",,,"Operational"
1443.00,"Code table 4.211 - Contrail engine type",,"255",,"Missing",,,"Operational"
1444.00,"Code table 4.212 - Land use",,"0",,"Reserved",,,"Operational"
1445.00,"Code table 4.212 - Land use",,"1",,"Urban land",,,"Operational"
1446.00,"Code table 4.212 - Land use",,"2",,"Agriculture",,,"Operational"
1447.00,"Code table 4.212 - Land use",,"3",,"Range land",,,"Operational"
1448.00,"Code table 4.212 - Land use",,"4",,"Deciduous forest",,,"Operational"
1449.00,"Code table 4.212 - Land use",,"5",,"Coniferous forest",,,"Operational"
1450.00,"Code table 4.212 - Land use",,"6",,"Forest/wetland",,,"Operational"
1451.00,"Code table 4.212 - Land use",,"7",,"Water",,,"Operational"
1452.00,"Code table 4.212 - Land use",,"8",,"Wetlands",,,"Operational"
1453.00,"Code table 4.212 - Land use",,"9",,"Desert",,,"Operational"
1454.00,"Code table 4.212 - Land use",,"10",,"Tundra",,,"Operational"
1455.00,"Code table 4.212 - Land use",,"11",,"Ice",,,"Operational"
1456.00,"Code table 4.212 - Land use",,"12",,"Tropical forest",,,"Operational"
1457.00,"Code table 4.212 - Land use",,"13",,"Savannah",,,"Operational"
1458.00,"Code table 4.212 - Land use",,"14-191",,"Reserved",,,"Operational"
1459.00,"Code table 4.212 - Land use",,"192-254",,"Reserved for local use",,,"Operational"
1460.00,"Code table 4.212 - Land use",,"255",,"Missing",,,"Operational"
1461.00,"Code table 4.213 - Soil type",,"0",,"Reserved",,,"Operational"
1462.00,"Code table 4.213 - Soil type",,"1",,"Sand",,,"Operational"
1463.00,"Code table 4.213 - Soil type",,"2",,"Loamy sand",,,"Operational"
1464.00,"Code table 4.213 - Soil type",,"3",,"Sandy loam",,,"Operational"
1465.00,"Code table 4.213 - Soil type",,"4",,"Silt loam",,,"Operational"
1466.00,"Code table 4.213 - Soil type",,"5",,"Organic (redefined)",,,"Operational"
1467.00,"Code table 4.213 - Soil type",,"6",,"Sandy clay loam",,,"Operational"
1468.00,"Code table 4.213 - Soil type",,"7",,"Silt clay loam",,,"Operational"
1469.00,"Code table 4.213 - Soil type",,"8",,"Clay loam",,,"Operational"
1470.00,"Code table 4.213 - Soil type",,"9",,"Sandy clay",,,"Operational"
1471.00,"Code table 4.213 - Soil type",,"10",,"Silty clay",,,"Operational"
1472.00,"Code table 4.213 - Soil type",,"11",,"Clay",,,"Operational"
1473.00,"Code table 4.213 - Soil type",,"12-191",,"Reserved",,,"Operational"
1479.00,"Code table 4.213 - Soil type",,"17-191",,"Reserved",,,"Operational"
1480.00,"Code table 4.213 - Soil type",,"192-254",,"Reserved for local use",,,"Operational"
1481.00,"Code table 4.213 - Soil type",,"255",,"Missing",,,"Operational"
1482.00,"Code table 4.215 - Remotely sensed snow coverage",,"0-49",,"Reserved",,,"Operational"
1483.00,"Code table 4.215 - Remotely sensed snow coverage",,"50",,"No-snow/no-cloud",,,"Operational"
1484.00,"Code table 4.215 - Remotely sensed snow coverage",,"51-99",,"Reserved",,,"Operational"
1485.00,"Code table 4.215 - Remotely sensed snow coverage",,"100",,"Clouds",,,"Operational"
1486.00,"Code table 4.215 - Remotely sensed snow coverage",,"101-249",,"Reserved",,,"Operational"
1487.00,"Code table 4.215 - Remotely sensed snow coverage",,"250",,"Snow",,,"Operational"
1488.00,"Code table 4.215 - Remotely sensed snow coverage",,"251-254",,"Reserved for local use",,,"Operational"
1489.00,"Code table 4.215 - Remotely sensed snow coverage",,"255",,"Missing",,,"Operational"
1490.00,"Code table 4.216 - Elevation of snow-covered terrain",,"0-90",,"Elevation in increments of 100 m",,,"Operational"
1491.00,"Code table 4.216 - Elevation of snow-covered terrain",,"91-253",,"Reserved",,,"Operational"
1492.00,"Code table 4.216 - Elevation of snow-covered terrain",,"254",,"Clouds",,,"Operational"
1493.00,"Code table 4.216 - Elevation of snow-covered terrain",,"255",,"Missing",,,"Operational"
1494.00,"Code table 4.217 - Cloud mask type",,"0",,"Clear over water",,,"Operational"
1495.00,"Code table 4.217 - Cloud mask type",,"1",,"Clear over land",,,"Operational"
1496.00,"Code table 4.217 - Cloud mask type",,"2",,"Cloud",,,"Operational"
1497.00,"Code table 4.217 - Cloud mask type",,"3",,"No data",,,"Operational"
1498.00,"Code table 4.217 - Cloud mask type",,"4-191",,"Reserved",,,"Operational"
1499.00,"Code table 4.217 - Cloud mask type",,"192-254",,"Reserved for local use",,,"Operational"
1500.00,"Code table 4.217 - Cloud mask type",,"255",,"Missing",,,"Operational"
1501.00,"Code table 4.218 - Pixel scene type",,"0",,"No scene identified",,,"Operational"
1502.00,"Code table 4.218 - Pixel scene type",,"1",,"Green needle-leafed forest",,,"Operational"
1503.00,"Code table 4.218 - Pixel scene type",,"2",,"Green broad-leafed forest",,,"Operational"
1504.00,"Code table 4.218 - Pixel scene type",,"3",,"Deciduous needle-leafed forest",,,"Operational"
1505.00,"Code table 4.218 - Pixel scene type",,"4",,"Deciduous broad-leafed forest",,,"Operational"
1506.00,"Code table 4.218 - Pixel scene type",,"5",,"Deciduous mixed forest",,,"Operational"
1507.00,"Code table 4.218 - Pixel scene type",,"6",,"Closed shrub-land",,,"Operational"
1508.00,"Code table 4.218 - Pixel scene type",,"7",,"Open shrub-land",,,"Operational"
1509.00,"Code table 4.218 - Pixel scene type",,"8",,"Woody savannah",,,"Operational"
1510.00,"Code table 4.218 - Pixel scene type",,"9",,"Savannah",,,"Operational"
1511.00,"Code table 4.218 - Pixel scene type",,"10",,"Grassland",,,"Operational"
1512.00,"Code table 4.218 - Pixel scene type",,"11",,"Permanent wetland",,,"Operational"
1513.00,"Code table 4.218 - Pixel scene type",,"12",,"Cropland",,,"Operational"
1514.00,"Code table 4.218 - Pixel scene type",,"13",,"Urban",,,"Operational"
1515.00,"Code table 4.218 - Pixel scene type",,"14",,"Vegetation/crops",,,"Operational"
1516.00,"Code table 4.218 - Pixel scene type",,"15",,"Permanent snow/ice",,,"Operational"
1517.00,"Code table 4.218 - Pixel scene type",,"16",,"Barren desert",,,"Operational"
1518.00,"Code table 4.218 - Pixel scene type",,"17",,"Water bodies",,,"Operational"
1519.00,"Code table 4.218 - Pixel scene type",,"18",,"Tundra",,,"Operational"
1520.00,"Code table 4.218 - Pixel scene type",,"19-96",,"Reserved",,,"Operational"
1521.00,"Code table 4.218 - Pixel scene type",,"97",,"Snow/ice on land",,,"Operational"
1522.00,"Code table 4.218 - Pixel scene type",,"98",,"Snow/ice on water",,,"Operational"
1523.00,"Code table 4.218 - Pixel scene type",,"99",,"Sun-glint",,,"Operational"
1524.00,"Code table 4.218 - Pixel scene type",,"100",,"General cloud",,,"Operational"
1525.00,"Code table 4.218 - Pixel scene type",,"101",,"Low cloud/fog/Stratus",,,"Operational"
1526.00,"Code table 4.218 - Pixel scene type",,"102",,"Low cloud/Stratocumulus",,,"Operational"
1527.00,"Code table 4.218 - Pixel scene type",,"103",,"Low cloud/unknown type",,,"Operational"
1528.00,"Code table 4.218 - Pixel scene type",,"104",,"Medium cloud/Nimbostratus",,,"Operational"
1529.00,"Code table 4.218 - Pixel scene type",,"105",,"Medium cloud/Altostratus",,,"Operational"
1530.00,"Code table 4.218 - Pixel scene type",,"106",,"Medium cloud/unknown type",,,"Operational"
1531.00,"Code table 4.218 - Pixel scene type",,"107",,"High cloud/Cumulus",,,"Operational"
1532.00,"Code table 4.218 - Pixel scene type",,"108",,"High cloud/Cirrus",,,"Operational"
1533.00,"Code table 4.218 - Pixel scene type",,"109",,"High cloud/unknown",,,"Operational"
1534.00,"Code table 4.218 - Pixel scene type",,"110",,"Unknown cloud type",,,"Operational"
1535.00,"Code table 4.218 - Pixel scene type",,"111-191",,"Reserved",,,"Operational"
1536.00,"Code table 4.218 - Pixel scene type",,"192-254",,"Reserved for local use",,,"Operational"
1537.00,"Code table 4.218 - Pixel scene type",,"255",,"Missing",,,"Operational"
1538.00,"Code table 4.219 - Cloud top height quality indicator",,"0",,"Nominal cloud top height quality",,,"Operational"
1539.00,"Code table 4.219 - Cloud top height quality indicator",,"1",,"Fog in segment",,,"Operational"
1540.00,"Code table 4.219 - Cloud top height quality indicator",,"2",,"Poor quality height estimation",,,"Operational"
1541.00,"Code table 4.219 - Cloud top height quality indicator",,"3",,"Fog in segment and poor quality height estimation",,,"Operational"
1542.00,"Code table 4.219 - Cloud top height quality indicator",,"4-191",,"Reserved",,,"Operational"
1543.00,"Code table 4.219 - Cloud top height quality indicator",,"192-254",,"Reserved for local use",,,"Operational"
1544.00,"Code table 4.219 - Cloud top height quality indicator",,"255",,"Missing",,,"Operational"
1545.00,"Code table 4.220 - Horizontal dimension processed",,"0",,"Latitude",,,"Operational"
1546.00,"Code table 4.220 - Horizontal dimension processed",,"1",,"Longitude",,,"Operational"
1547.00,"Code table 4.220 - Horizontal dimension processed",,"2-191",,"Reserved",,,"Operational"
1548.00,"Code table 4.220 - Horizontal dimension processed",,"192-254",,"Reserved for local use",,,"Operational"
1549.00,"Code table 4.220 - Horizontal dimension processed",,"255",,"Missing",,,"Operational"
1550.00,"Code table 4.221 - Treatment of missing data",,"0",,"Not included",,,"Operational"
1551.00,"Code table 4.221 - Treatment of missing data",,"1",,"Extrapolated",,,"Operational"
1552.00,"Code table 4.221 - Treatment of missing data",,"2-191",,"Reserved",,,"Operational"
1553.00,"Code table 4.221 - Treatment of missing data",,"192-254",,"Reserved for local use",,,"Operational"
1554.00,"Code table 4.221 - Treatment of missing data",,"255",,"Missing",,,"Operational"
1555.00,"Code table 4.222 - Categorical result",,"0",,"No",,,"Operational"
1556.00,"Code table 4.222 - Categorical result",,"1",,"Yes",,,"Operational"
1557.00,"Code table 4.222 - Categorical result",,"2-191",,"Reserved",,,"Operational"
1558.00,"Code table 4.222 - Categorical result",,"192-254",,"Reserved for local use",,,"Operational"
1559.00,"Code table 4.222 - Categorical result",,"255",,"Missing",,,"Operational"
1560.00,"Code table 4.223 - Fire detection indicator",,"0",,"No fire detected",,,"Operational"
1561.00,"Code table 4.223 - Fire detection indicator",,"1",,"Possible fire detected",,,"Operational"
1562.00,"Code table 4.223 - Fire detection indicator",,"2",,"Probable fire detected",,,"Operational"
1563.00,"Code table 4.223 - Fire detection indicator",,"3",,"Missing",,,"Operational"
1564.00,"Code table 4.224 - Categorical outlook",,"0",,"No risk area",,,"Operational"
1565.00,"Code table 4.224 - Categorical outlook",,"1",,"Reserved",,,"Operational"
1566.00,"Code table 4.224 - Categorical outlook",,"2",,"General thunderstorm risk area",,,"Operational"
1567.00,"Code table 4.224 - Categorical outlook",,"3",,"Reserved",,,"Operational"
1568.00,"Code table 4.224 - Categorical outlook",,"4",,"Slight risk area",,,"Operational"
1569.00,"Code table 4.224 - Categorical outlook",,"5",,"Reserved",,,"Operational"
1570.00,"Code table 4.224 - Categorical outlook",,"6",,"Moderate risk area",,,"Operational"
1571.00,"Code table 4.224 - Categorical outlook",,"7",,"Reserved",,,"Operational"
1572.00,"Code table 4.224 - Categorical outlook",,"8",,"High risk area",,,"Operational"
1573.00,"Code table 4.224 - Categorical outlook",,"9-10",,"Reserved",,,"Operational"
1574.00,"Code table 4.224 - Categorical outlook",,"11",,"Dry thunderstorm (dry lightning) risk area",,,"Operational"
1575.00,"Code table 4.224 - Categorical outlook",,"12-13",,"Reserved",,,"Operational"
1576.00,"Code table 4.224 - Categorical outlook",,"14",,"Critical risk area",,,"Operational"
1577.00,"Code table 4.224 - Categorical outlook",,"15-17",,"Reserved",,,"Operational"
1578.00,"Code table 4.224 - Categorical outlook",,"18",,"Extremely critical risk area",,,"Operational"
1579.00,"Code table 4.224 - Categorical outlook",,"19-254",,"Reserved",,,"Operational"
1580.00,"Code table 4.224 - Categorical outlook",,"255",,"Missing",,,"Operational"
1581.00,"Code table 4.225 - Weather",,,,"(see FM 94 BUFR/FM 95 CREX Code table 0 20 003 - Present weather)",,,"Operational"
1582.00,"Code table 4.227 - Icing scenario (weather/cloud classification)",,"0",,"None",,,"Operational"
