"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
373.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","21-191",,"Reserved",,,"Operational"
374.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","192-254",,"Reserved for local use",,,"Operational"
375.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","255",,"Missing",,,"Operational"
376.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","0",,"Specific humidity",,"kg/kg","Operational"
377.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","1",,"Relative humidity",,"%","Operational"
378.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","2",,"Humidity mixing ratio",,"kg/kg","Operational"
379.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","3",,"Precipitable water",,"kg m-2","Operational"
380.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","4",,"Vapour pressure",,"Pa","Operational"
381.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","5",,"Saturation deficit",,"Pa","Operational"
382.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","6",,"Evaporation",,"kg m-2","Operational"
383.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","7",,"Precipitation rate","*","kg m-2 s-1","Deprecated"
384.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","8",,"Total precipitation","***","kg m-2","Operational"
385.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","9",,"Large-scale precipitation (non-convective)","***","kg m-2","Operational"
386.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","10",,"Convective precipitation","***","kg m-2","Operational"
387.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","11",,"Snow depth",,"m","Operational"
388.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","12",,"Snowfall rate water equivalent","*","kg m-2 s-1","Deprecated"
389.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","13",,"Water equivalent of accumulated snow depth","***","kg m-2","Operational"
390.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","14",,"Convective snow","***","kg m-2","Operational"
391.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","15",,"Large-scale snow","***","kg m-2","Operational"
392.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","16",,"Snow melt",,"kg m-2","Operational"
393.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","17",,"Snow age",,"d","Operational"
394.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","18",,"Absolute humidity",,"kg m-3","Operational"
395.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","19",,"Precipitation type",,"(Code table 4.201)","Operational"
396.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","20",,"Integrated liquid water",,"kg m-2","Operational"
397.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","21",,"Condensate",,"kg/kg","Operational"
398.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","22",,"Cloud mixing ratio",,"kg/kg","Operational"
399.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","23",,"Ice water mixing ratio",,"kg/kg","Operational"
400.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","24",,"Rain mixing ratio",,"kg/kg","Operational"
401.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","25",,"Snow mixing ratio",,"kg/kg","Operational"
402.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","26",,"Horizontal moisture convergence",,"kg kg-1 s-1","Operational"
403.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","27",,"Maximum relative humidity","*","%","Deprecated"
404.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","28",,"Maximum absolute humidity","*","kg m-3","Deprecated"
405.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","29",,"Total snowfall","***","m","Operational"
406.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","30",,"Precipitable water category",,"(Code table 4.202)","Operational"
407.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","31",,"Hail",,"m","Operational"
408.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","32",,"Graupel (snow pellets)",,"kg/kg","Operational"
409.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","33",,"Categorical rain",,"(Code table 4.222)","Operational"
410.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","34",,"Categorical freezing rain",,"(Code table 4.222)","Operational"
411.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","35",,"Categorical ice pellets",,"(Code table 4.222)","Operational"
412.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","36",,"Categorical snow",,"(Code table 4.222)","Operational"
413.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","37",,"Convective precipitation rate",,"kg m-2 s-1","Operational"
414.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","38",,"Horizontal moisture divergence",,"kg kg-1 s-1","Operational"
415.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","39",,"Per cent frozen precipitation",,"%","Operational"
416.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","40",,"Potential evaporation",,"kg m-2","Operational"
417.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","41",,"Potential evaporation rate",,"W m-2","Operational"
418.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","42",,"Snow cover",,"%","Operational"
419.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","43",,"Rain fraction of total cloud water",,"Proportion","Operational"
420.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","44",,"Rime factor",,"Numeric","Operational"
421.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","45",,"Total column integrated rain",,"kg m-2","Operational"
422.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","46",,"Total column integrated snow",,"kg m-2","Operational"
423.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","47",,"Large scale water precipitation (non-convective)","***","kg m-2","Deprecated"
424.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","48",,"Convective water precipitation","***","kg m-2","Deprecated"
425.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","49",,"Total water precipitation","***","kg m-2","Deprecated"
426.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","50",,"Total snow precipitation","***","kg m-2","Deprecated"
427.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","51",,"Total column water (Vertically integrated total water (vapour + cloud water/ice))",,"kg m-2","Operational"
428.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","52",,"Total precipitation rate","**","kg m-2 s-1","Operational"
429.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","53",,"Total snowfall rate water equivalent","**","kg m-2 s-1","Operational"
430.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","54",,"Large scale precipitation rate",,"kg m-2 s-1","Operational"
431.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","55",,"Convective snowfall rate water equivalent",,"kg m-2 s-1","Operational"
432.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","56",,"Large scale snowfall rate water equivalent",,"kg m-2 s-1","Operational"
433.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","57",,"Total snowfall rate",,"m/s","Operational"
434.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","58",,"Convective snowfall rate",,"m/s","Operational"
435.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","59",,"Large scale snowfall rate",,"m/s","Operational"
436.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","60",,"Snow depth water equivalent",,"kg m-2","Operational"
437.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","61",,"Snow density",,"kg m-3","Operational"
438.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","62",,"Snow evaporation",,"kg m-2","Operational"
439.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","63",,"Reserved",,,"Operational"
440.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","64",,"Total column integrated water vapour",,"kg m-2","Operational"
441.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","65",,"Rain precipitation rate",,"kg m-2 s-1","Operational"
442.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","66",,"Snow precipitation rate",,"kg m-2 s-1","Operational"
443.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","67",,"Freezing rain precipitation rate",,"kg m-2 s-1","Operational"
444.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","68",,"Ice pellets precipitation rate",,"kg m-2 s-1","Operational"
445.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","69",,"Total column integrated cloud water",,"kg m-2","Operational"
446.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","70",,"Total column integrated cloud ice",,"kg m-2","Operational"
447.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","71",,"Hail mixing ratio",,"kg/kg","Operational"
448.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","72",,"Total column integrated hail",,"kg m-2","Operational"
449.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","73",,"Hail precipitation rate",,"kg m-2 s-1","Operational"
450.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","74",,"Total column integrated graupel",,"kg m-2","Operational"
451.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","75",,"Graupel (snow pellets) precipitation rate",,"kg m-2 s-1","Operational"
452.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","76",,"Convective rain rate",,"kg m-2 s-1","Operational"
453.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","77",,"Large scale rain rate",,"kg m-2 s-1","Operational"
454.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","78",,"Total column integrated water (all components including precipitation)",,"kg m-2","Operational"
455.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","79",,"Evaporation rate",,"kg m-2 s-1","Operational"
456.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","80",,"Total condensate",,"kg/kg","Operational"
457.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","81",,"Total column-integrated condensate",,"kg m-2","Operational"
458.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","82",,"Cloud ice mixing-ratio",,"kg/kg","Operational"
459.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","83",,"Specific cloud liquid water content",,"kg/kg","Operational"
460.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","84",,"Specific cloud ice water content",,"kg/kg","Operational"
461.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","85",,"Specific rainwater content",,"kg/kg","Operational"
462.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","86",,"Specific snow water content",,"kg/kg","Operational"
463.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","87-89",,"Reserved",,,"Operational"
464.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","90",,"Total kinematic moisture flux",,"kg kg-1 m s-1","Operational"
465.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","91",,"u-component (zonal) kinematic moisture flux",,"kg kg-1 m s-1","Operational"
466.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","92",,"v-component (meridional) kinematic moisture flux",,"kg kg-1 m s-1","Operational"
467.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","93-191",,"Reserved",,,"Operational"
468.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","192-254",,"Reserved for local use",,,"Operational"
469.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","255",,"Missing",,,"Operational"
470.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","0",,"Wind direction (from which blowing)",,"degree true","Operational"
471.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","1",,"Wind speed",,"m/s","Operational"
472.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","2",,"u-component of wind",,"m/s","Operational"
473.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","3",,"v-component of wind",,"m/s","Operational"
474.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","4",,"Stream function",,"m2 s-1","Operational"
475.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","5",,"Velocity potential",,"m2 s-1","Operational"
476.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","6",,"Montgomery stream function",,"m2 s-2","Operational"
477.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","7",,"Sigma coordinate vertical velocity",,"/s","Operational"
478.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","8",,"Vertical velocity (pressure)",,"Pa/s","Operational"
479.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","9",,"Vertical velocity (geometric)",,"m/s","Operational"
480.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","10",,"Absolute vorticity",,"/s","Operational"
481.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","11",,"Absolute divergence",,"/s","Operational"
482.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","12",,"Relative vorticity",,"/s","Operational"
483.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","13",,"Relative divergence",,"/s","Operational"
484.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","14",,"Potential vorticity",,"K m2 kg-1 s-1","Operational"
485.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","15",,"Vertical u-component shear",,"/s","Operational"
486.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","16",,"Vertical v-component shear",,"/s","Operational"
487.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","17",,"Momentum flux, u-component",,"N m-2","Operational"
488.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","18",,"Momentum flux, v-component",,"N m-2","Operational"
489.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","19",,"Wind mixing energy",,"J","Operational"
490.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","20",,"Boundary layer dissipation",,"W m-2","Operational"
491.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","21",,"Maximum wind speed","*","m/s","Deprecated"
492.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","22",,"Wind speed (gust)",,"m/s","Operational"
493.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","23",,"u-component of wind (gust)",,"m/s","Operational"
494.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","24",,"v-component of wind (gust)",,"m/s","Operational"
495.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","25",,"Vertical speed shear",,"/s","Operational"
496.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","26",,"Horizontal momentum flux",,"N m-2","Operational"
497.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","27",,"u-component storm motion",,"m/s","Operational"
498.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","28",,"v-component storm motion",,"m/s","Operational"
499.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","29",,"Drag coefficient",,"Numeric","Operational"
500.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","30",,"Frictional velocity",,"m/s","Operational"
501.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","31",,"Turbulent diffusion coefficient for momentum",,"m2/s","Operational"
502.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","32",,"Eta coordinate vertical velocity",,"/s","Operational"
503.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","33",,"Wind fetch",,"m","Operational"
504.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","34",,"Normal wind component","**","m s-1","Operational"
505.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","35",,"Tangential wind component","**","m s-1","Operational"
506.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","36-191",,"Reserved",,,"Operational"
507.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","192-254",,"Reserved for local use",,,"Operational"
508.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","255",,"Missing",,,"Operational"
509.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","0",,"Pressure",,"Pa","Operational"
510.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","1",,"Pressure reduced to MSL",,"Pa","Operational"
511.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","2",,"Pressure tendency",,"Pa/s","Operational"
512.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","3",,"ICAO Standard Atmosphere Reference Height",,"m","Operational"
513.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","4",,"Geopotential",,"m2 s-2","Operational"
514.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","5",,"Geopotential height",,"gpm","Operational"
515.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","6",,"Geometric height",,"m","Operational"
516.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","7",,"Standard deviation of height",,"m","Operational"
517.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","8",,"Pressure anomaly",,"Pa","Operational"
518.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","9",,"Geopotential height anomaly",,"gpm","Operational"
519.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","10",,"Density",,"kg m-3","Operational"
520.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","11",,"Altimeter setting",,"Pa","Operational"
521.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","12",,"Thickness",,"m","Operational"
522.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","13",,"Pressure altitude",,"m","Operational"
523.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","14",,"Density altitude",,"m","Operational"
524.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","15",,"5-wave geopotential height",,"gpm","Operational"
525.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","16",,"Zonal flux of gravity wave stress",,"N m-2","Operational"
526.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","17",,"Meridional flux of gravity wave stress",,"N m-2","Operational"
527.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","18",,"Planetary boundary layer height",,"m","Operational"
528.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","19",,"5-wave geopotential height anomaly",,"gpm","Operational"
529.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","20",,"Standard deviation of sub-grid scale orography",,"m","Operational"
530.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","21",,"Angle of sub-gridscale orography",,"rad","Operational"
531.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","22",,"Slope of sub-gridscale orography",,"Numeric","Operational"
532.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","23",,"Gravity wave dissipation",,"W m-2","Operational"
533.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","24",,"Anisotropy of sub-gridscale orography",,"Numeric","Operational"
534.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","25",,"Natural logarithm of pressure in Pa",,"Numeric","Operational"
535.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","26",,"Exner pressure",,"Numeric","Operational"
536.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","27-191",,"Reserved",,,"Operational"
537.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","192-254",,"Reserved for local use",,,"Operational"
538.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 3: mass","255",,"Missing",,,"Operational"
539.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","0",,"Net short-wave radiation flux (surface)","*","W m-2","Deprecated"
