"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
1079.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties","15",,"Water temperature",,"K","Operational"
1080.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties","16-191",,"Reserved",,,"Operational"
1081.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties","192-254",,"Reserved for local use",,,"Operational"
1082.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties","255",,"Missing",,,"Operational"
1083.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous","0",,"Seconds prior to initial reference time (defined in Section 1)",,"s","Operational"
1084.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous","1",,"Meridional overturning stream function",,"m3/s","Operational"
1085.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous","2-191",,"Reserved",,,"Operational"
1086.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous","192-254",,"Reserved for local use",,,"Operational"
1087.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 10 - Oceanographic products, parameter category 191: miscellaneous","255",,"Missing",,,"Operational"
1088.00,"Code table 4.3 - Type of generating process",,"0",,"Analysis",,,"Operational"
1089.00,"Code table 4.3 - Type of generating process",,"1",,"Initialization",,,"Operational"
1090.00,"Code table 4.3 - Type of generating process",,"2",,"Forecast",,,"Operational"
1091.00,"Code table 4.3 - Type of generating process",,"3",,"Bias corrected forecast",,,"Operational"
1092.00,"Code table 4.3 - Type of generating process",,"4",,"Ensemble forecast",,,"Operational"
1093.00,"Code table 4.3 - Type of generating process",,"5",,"Probability forecast",,,"Operational"
1094.00,"Code table 4.3 - Type of generating process",,"6",,"Forecast error",,,"Operational"
1095.00,"Code table 4.3 - Type of generating process",,"7",,"Analysis error",,,"Operational"
1096.00,"Code table 4.3 - Type of generating process",,"8",,"Observation",,,"Operational"
1097.00,"Code table 4.3 - Type of generating process",,"9",,"Climatological",,,"Operational"
1098.00,"Code table 4.3 - Type of generating process",,"10",,"Probability-weighted forecast",,,"Operational"
1099.00,"Code table 4.3 - Type of generating process",,"11",,"Bias-corrected ensemble forecast",,,"Operational"
1100.00,"Code table 4.3 - Type of generating process",,"12-191",,"Reserved",,,"Operational"
1101.00,"Code table 4.3 - Type of generating process",,"192-254",,"Reserved for local use",,,"Operational"
1102.00,"Code table 4.3 - Type of generating process",,"255",,"Missing",,,"Operational"
1103.00,"Code table 4.4 - Indicator of unit of time range",,"0",,"Minute",,,"Operational"
1104.00,"Code table 4.4 - Indicator of unit of time range",,"1",,"Hour",,,"Operational"
1105.00,"Code table 4.4 - Indicator of unit of time range",,"2",,"Day",,,"Operational"
1106.00,"Code table 4.4 - Indicator of unit of time range",,"3",,"Month",,,"Operational"
1107.00,"Code table 4.4 - Indicator of unit of time range",,"4",,"Year",,,"Operational"
1108.00,"Code table 4.4 - Indicator of unit of time range",,"5",,"Decade (10 years)",,,"Operational"
1109.00,"Code table 4.4 - Indicator of unit of time range",,"6",,"Normal (30 years)",,,"Operational"
1110.00,"Code table 4.4 - Indicator of unit of time range",,"7",,"Century (100 years)",,,"Operational"
1111.00,"Code table 4.4 - Indicator of unit of time range",,"8-9",,"Reserved",,,"Operational"
1112.00,"Code table 4.4 - Indicator of unit of time range",,"10",,"3 hours",,,"Operational"
1113.00,"Code table 4.4 - Indicator of unit of time range",,"11",,"6 hours",,,"Operational"
1114.00,"Code table 4.4 - Indicator of unit of time range",,"12",,"12 hours",,,"Operational"
1115.00,"Code table 4.4 - Indicator of unit of time range",,"13",,"Second",,,"Operational"
1116.00,"Code table 4.4 - Indicator of unit of time range",,"14-191",,"Reserved",,,"Operational"
1117.00,"Code table 4.4 - Indicator of unit of time range",,"192-254",,"Reserved for local use",,,"Operational"
1118.00,"Code table 4.4 - Indicator of unit of time range",,"255",,"Missing",,,"Operational"
1119.00,"Code table 4.5 - Fixed surface types and units",,"0",,"Reserved",,,"Operational"
1120.00,"Code table 4.5 - Fixed surface types and units",,"1",,"Ground or water surface",,"-","Operational"
1121.00,"Code table 4.5 - Fixed surface types and units",,"2",,"Cloud base level",,"-","Operational"
1122.00,"Code table 4.5 - Fixed surface types and units",,"3",,"Level of cloud tops",,"-","Operational"
1123.00,"Code table 4.5 - Fixed surface types and units",,"4",,"Level of 0°C isotherm",,"-","Operational"
1124.00,"Code table 4.5 - Fixed surface types and units",,"5",,"Level of adiabatic condensation lifted from the surface",,"-","Operational"
1125.00,"Code table 4.5 - Fixed surface types and units",,"6",,"Maximum wind level",,"-","Operational"
1126.00,"Code table 4.5 - Fixed surface types and units",,"7",,"Tropopause",,"-","Operational"
1127.00,"Code table 4.5 - Fixed surface types and units",,"8",,"Nominal top of the atmosphere",,"-","Operational"
1128.00,"Code table 4.5 - Fixed surface types and units",,"9",,"Sea bottom",,"-","Operational"
1129.00,"Code table 4.5 - Fixed surface types and units",,"10",,"Entire atmosphere",,"-","Operational"
1130.00,"Code table 4.5 - Fixed surface types and units",,"11",,"Cumulonimbus (CB) base",,"m","Operational"
1131.00,"Code table 4.5 - Fixed surface types and units",,"12",,"Cumulonimbus (CB) top",,"m","Operational"
1132.00,"Code table 4.5 - Fixed surface types and units",,"13-19",,"Reserved",,,"Operational"
1133.00,"Code table 4.5 - Fixed surface types and units",,"20",,"Isothermal level",,"K","Operational"
1134.00,"Code table 4.5 - Fixed surface types and units",,"21-99",,"Reserved",,,"Operational"
1135.00,"Code table 4.5 - Fixed surface types and units",,"100",,"Isobaric surface",,"Pa","Operational"
1136.00,"Code table 4.5 - Fixed surface types and units",,"101",,"Mean sea level",,,"Operational"
1137.00,"Code table 4.5 - Fixed surface types and units",,"102",,"Specific altitude above mean sea level",,"m","Operational"
1138.00,"Code table 4.5 - Fixed surface types and units",,"103",,"Specified height level above ground",,"m","Operational"
1139.00,"Code table 4.5 - Fixed surface types and units",,"104",,"Sigma level",,"""sigma"" value","Operational"
1140.00,"Code table 4.5 - Fixed surface types and units",,"105",,"Hybrid level",,"-","Operational"
1141.00,"Code table 4.5 - Fixed surface types and units",,"106",,"Depth below land surface",,"m","Operational"
1142.00,"Code table 4.5 - Fixed surface types and units",,"107",,"Isentropic (theta) level",,"K","Operational"
1143.00,"Code table 4.5 - Fixed surface types and units",,"108",,"Level at specified pressure difference from ground to level",,"Pa","Operational"
1144.00,"Code table 4.5 - Fixed surface types and units",,"109",,"Potential vorticity surface",,"K m2 kg-1 s-1","Operational"
1145.00,"Code table 4.5 - Fixed surface types and units",,"110",,"Reserved",,,"Operational"
1146.00,"Code table 4.5 - Fixed surface types and units",,"111",,"Eta level",,"-","Operational"
1147.00,"Code table 4.5 - Fixed surface types and units",,"112",,"Reserved",,,"Operational"
1148.00,"Code table 4.5 - Fixed surface types and units",,"113",,"Logarithmic hybrid level",,"-","Operational"
1149.00,"Code table 4.5 - Fixed surface types and units",,"114",,"Snow level",,"Numeric","Operational"
1150.00,"Code table 4.5 - Fixed surface types and units",,"115-116",,"Reserved",,,"Operational"
1151.00,"Code table 4.5 - Fixed surface types and units",,"117",,"Mixed layer depth",,"m","Operational"
1152.00,"Code table 4.5 - Fixed surface types and units",,"118",,"Hybrid height level",,"-","Operational"
1153.00,"Code table 4.5 - Fixed surface types and units",,"119",,"Hybrid pressure level",,"-","Operational"
1154.00,"Code table 4.5 - Fixed surface types and units",,"120-149",,"Reserved",,,"Operational"
1155.00,"Code table 4.5 - Fixed surface types and units",,"150",,"Generalized vertical height coordinate","(see Note 5)",,"Operational"
1156.00,"Code table 4.5 - Fixed surface types and units",,"151-159",,"Reserved",,,"Operational"
1157.00,"Code table 4.5 - Fixed surface types and units",,"160",,"Depth below sea level",,"m","Operational"
1158.00,"Code table 4.5 - Fixed surface types and units",,"161",,"Depth below water surface",,"m","Operational"
1159.00,"Code table 4.5 - Fixed surface types and units",,"162",,"Lake or river bottom",,"-","Operational"
1160.00,"Code table 4.5 - Fixed surface types and units",,"163",,"Bottom of sediment layer",,"-","Operational"
1161.00,"Code table 4.5 - Fixed surface types and units",,"164",,"Bottom of thermally active sediment layer",,"-","Operational"
1162.00,"Code table 4.5 - Fixed surface types and units",,"165",,"Bottom of sediment layer penetrated by thermal wave",,"-","Operational"
1163.00,"Code table 4.5 - Fixed surface types and units",,"166",,"Mixing layer",,"-","Operational"
1164.00,"Code table 4.5 - Fixed surface types and units",,"167-191",,"Reserved",,,"Operational"
1171.00,"Code table 4.5 - Fixed surface types and units",,"192-254",,"Reserved for local use",,,"Operational"
1172.00,"Code table 4.5 - Fixed surface types and units",,"255",,"Missing",,,"Operational"
1173.00,"Code table 4.6 - Type of ensemble forecast",,"0",,"Unperturbed high-resolution control forecast",,,"Operational"
1174.00,"Code table 4.6 - Type of ensemble forecast",,"1",,"Unperturbed low-resolution control forecast",,,"Operational"
1175.00,"Code table 4.6 - Type of ensemble forecast",,"2",,"Negatively perturbed forecast",,,"Operational"
1176.00,"Code table 4.6 - Type of ensemble forecast",,"3",,"Positively perturbed forecast",,,"Operational"
1177.00,"Code table 4.6 - Type of ensemble forecast",,"4",,"Multi-model forecast",,,"Operational"
1178.00,"Code table 4.6 - Type of ensemble forecast",,"5-191",,"Reserved",,,"Operational"
1179.00,"Code table 4.6 - Type of ensemble forecast",,"192-254",,"Reserved for local use",,,"Operational"
1180.00,"Code table 4.6 - Type of ensemble forecast",,"255",,"Missing",,,"Operational"
1181.00,"Code table 4.7 - Derived forecast",,"0",,"Unweighted mean of all members",,,"Operational"
1182.00,"Code table 4.7 - Derived forecast",,"1",,"Weighted mean of all members",,,"Operational"
1183.00,"Code table 4.7 - Derived forecast",,"2",,"Standard deviation with respect to cluster mean",,,"Operational"
1184.00,"Code table 4.7 - Derived forecast",,"3",,"Standard deviation with respect to cluster mean, normalized",,,"Operational"
1185.00,"Code table 4.7 - Derived forecast",,"4",,"Spread of all members",,,"Operational"
1186.00,"Code table 4.7 - Derived forecast",,"5",,"Large anomaly index of all members","(see Note 1)",,"Operational"
1187.00,"Code table 4.7 - Derived forecast",,"6",,"Unweighted mean of the cluster members",,,"Operational"
1188.00,"Code table 4.7 - Derived forecast",,"7",,"Interquartile range (range between the 25th and 75th quantile)",,,"Operational"
1189.00,"Code table 4.7 - Derived forecast",,"8",,"Minimum of all ensemble members","(see Note 2)",,"Operational"
1190.00,"Code table 4.7 - Derived forecast",,"9",,"Maximum of all ensemble members","(see Note 2)",,"Operational"
1191.00,"Code table 4.7 - Derived forecast",,"10-191",,"Reserved",,,"Operational"
1192.00,"Code table 4.7 - Derived forecast",,"192-254",,"Reserved for local use",,,"Operational"
1193.00,"Code table 4.7 - Derived forecast",,"255",,"Missing",,,"Operational"
1194.00,"Code table 4.8 - Clustering method",,"0",,"Anomaly correlation",,,"Operational"
1195.00,"Code table 4.8 - Clustering method",,"1",,"Root mean square",,,"Operational"
1196.00,"Code table 4.8 - Clustering method",,"2-191",,"Reserved",,,"Operational"
1197.00,"Code table 4.8 - Clustering method",,"192-254",,"Reserved for local use",,,"Operational"
1198.00,"Code table 4.8 - Clustering method",,"255",,"Missing",,,"Operational"
1199.00,"Code table 4.9 - Probability type",,"0",,"Probability of event below lower limit",,,"Operational"
1200.00,"Code table 4.9 - Probability type",,"1",,"Probability of event above upper limit",,,"Operational"
1201.00,"Code table 4.9 - Probability type",,"2",,"Probability of event between lower and upper limits (the range includes the lower limit but not the upper limit)",,,"Operational"
1202.00,"Code table 4.9 - Probability type",,"3",,"Probability of event above lower limit",,,"Operational"
1203.00,"Code table 4.9 - Probability type",,"4",,"Probability of event below upper limit",,,"Operational"
1204.00,"Code table 4.9 - Probability type",,"5-191",,"Reserved",,,"Operational"
1205.00,"Code table 4.9 - Probability type",,"192-254",,"Reserved for local use",,,"Operational"
1206.00,"Code table 4.9 - Probability type",,"255",,"Missing",,,"Operational"
1207.00,"Code table 4.10 - Type of statistical processing",,"0",,"Average",,,"Operational"
1208.00,"Code table 4.10 - Type of statistical processing",,"1",,"Accumulation","(see Note 1)",,"Operational"
1209.00,"Code table 4.10 - Type of statistical processing",,"2",,"Maximum",,,"Operational"
1210.00,"Code table 4.10 - Type of statistical processing",,"3",,"Minimum",,,"Operational"
1211.00,"Code table 4.10 - Type of statistical processing",,"4",,"Difference (value at the end of time range minus value at the beginning)",,,"Operational"
1212.00,"Code table 4.10 - Type of statistical processing",,"5",,"Root mean square",,,"Operational"
1213.00,"Code table 4.10 - Type of statistical processing",,"6",,"Standard deviation",,,"Operational"
1214.00,"Code table 4.10 - Type of statistical processing",,"7",,"Covariance (temporal variance)","(see Note 2)",,"Operational"
1215.00,"Code table 4.10 - Type of statistical processing",,"8",,"Difference (value at the start of time range minus value at the end)",,,"Operational"
1216.00,"Code table 4.10 - Type of statistical processing",,"9",,"Ratio","(see Note 3)",,"Operational"
1217.00,"Code table 4.10 - Type of statistical processing",,"10",,"Standardized anomaly",,,"Operational"
1218.00,"Code table 4.10 - Type of statistical processing",,"11",,"Summation",,,"Operational"
1219.00,"Code table 4.10 - Type of statistical processing",,"12-191",,"Reserved",,,"Operational"
1220.00,"Code table 4.10 - Type of statistical processing",,"192-254",,"Reserved for local use",,,"Operational"
1221.00,"Code table 4.10 - Type of statistical processing",,"255",,"Missing",,,"Operational"
1222.00,"Code table 4.11 - Type of time intervals",,"0",,"Reserved",,,"Operational"
1223.00,"Code table 4.11 - Type of time intervals",,"1",,"Successive times processed have same forecast time, start time of forecast is incremented",,,"Operational"
1224.00,"Code table 4.11 - Type of time intervals",,"2",,"Successive times processed have same start time of forecast, forecast time is incremented",,,"Operational"
1225.00,"Code table 4.11 - Type of time intervals",,"3",,"Successive times processed have start time of forecast incremented and forecast time decremented so that valid time remains constant",,,"Operational"
1226.00,"Code table 4.11 - Type of time intervals",,"4",,"Successive times processed have start time of forecast decremented and forecast time incremented so that valid time remains constant",,,"Operational"
1227.00,"Code table 4.11 - Type of time intervals",,"5",,"Floating subinterval of time between forecast time and end of overall time interval","*",,"Operational"
1228.00,"Code table 4.11 - Type of time intervals",,"6-191",,"Reserved",,,"Operational"
1229.00,"Code table 4.11 - Type of time intervals",,"192-254",,"Reserved for local use",,,"Operational"
1230.00,"Code table 4.11 - Type of time intervals",,"255",,"Missing",,,"Operational"
1231.00,"Code table 4.12 - Operating mode",,"0",,"Maintenance mode",,,"Operational"
1232.00,"Code table 4.12 - Operating mode",,"1",,"Clear air",,,"Operational"
1233.00,"Code table 4.12 - Operating mode",,"2",,"Precipitation",,,"Operational"
1234.00,"Code table 4.12 - Operating mode",,"3-191",,"Reserved",,,"Operational"
1235.00,"Code table 4.12 - Operating mode",,"192-254",,"Reserved for local use",,,"Operational"
1236.00,"Code table 4.12 - Operating mode",,"255",,"Missing",,,"Operational"
1237.00,"Code table 4.13 - Quality control indicator",,"0",,"No quality control applied",,,"Operational"
1238.00,"Code table 4.13 - Quality control indicator",,"1",,"Quality control applied",,,"Operational"
1239.00,"Code table 4.13 - Quality control indicator",,"2-191",,"Reserved",,,"Operational"
1240.00,"Code table 4.13 - Quality control indicator",,"192-254",,"Reserved for local use",,,"Operational"
1241.00,"Code table 4.13 - Quality control indicator",,"255",,"Missing",,,"Operational"
1242.00,"Code table 4.14 - Clutter filter indicator",,"0",,"No clutter filter used",,,"Operational"
1243.00,"Code table 4.14 - Clutter filter indicator",,"1",,"Clutter filter used",,,"Operational"
1244.00,"Code table 4.14 - Clutter filter indicator",,"2-191",,"Reserved",,,"Operational"
1245.00,"Code table 4.14 - Clutter filter indicator",,"192-254",,"Reserved for local use",,,"Operational"
1246.00,"Code table 4.14 - Clutter filter indicator",,"255",,"Missing",,,"Operational"
1247.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"0",,"Data is calculated directly from the source grid with no interpolation","(see Note 1)",,"Operational"
1248.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"1",,"Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1249.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"2",,"Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1250.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"3",,"Using the value from the source grid grid-point which is nearest to the nominal grid-point",,,"Operational"
1251.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"4",,"Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 2)",,"Operational"
1252.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"5",,"Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1253.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"6",,"Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 3)",,"Operational"
1254.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"7-191",,"Reserved",,,"Operational"
1255.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"192-254",,"Reserved for local use",,,"Operational"
1256.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"255",,"Missing",,,"Operational"
1257.00,"Code table 4.91 - Type of Interval",,"0",,"Smaller than first limit",,,"Operational"
1258.00,"Code table 4.91 - Type of Interval",,"1",,"Greater than second limit",,,"Operational"
1259.00,"Code table 4.91 - Type of Interval",,"2",,"Between first and second limit. The range includes the first limit but not the second limit",,,"Operational"
1260.00,"Code table 4.91 - Type of Interval",,"3",,"Greater than first limit",,,"Operational"
1261.00,"Code table 4.91 - Type of Interval",,"4",,"Smaller than second limit",,,"Operational"
1262.00,"Code table 4.91 - Type of Interval",,"5",,"Smaller or equal first limit",,,"Operational"
1263.00,"Code table 4.91 - Type of Interval",,"6",,"Greater or equal second limit",,,"Operational"
1264.00,"Code table 4.91 - Type of Interval",,"7",,"Between first and second. The range includes the first limit and the second limit",,,"Operational"
1265.00,"Code table 4.91 - Type of Interval",,"8",,"Greater or equal first limit",,,"Operational"
1266.00,"Code table 4.91 - Type of Interval",,"9",,"Smaller or equal second limit",,,"Operational"
1267.00,"Code table 4.91 - Type of Interval",,"10",,"Between first and second limit. The range includes the second limit but not the first limit",,,"Operational"
1268.00,"Code table 4.91 - Type of Interval",,"11",,"Equal to first limit",,,"Operational"
1269.00,"Code table 4.91 - Type of Interval",,"12-191",,"Reserved",,,"Operational"
1270.00,"Code table 4.91 - Type of Interval",,"192-254",,"Reserved for local use",,,"Operational"
1271.00,"Code table 4.91 - Type of Interval",,"255",,"Missing",,,"Operational"
1272.00,"Code table 4.201 - Precipitation type",,"0",,"Reserved",,,"Operational"
1273.00,"Code table 4.201 - Precipitation type",,"1",,"Rain",,,"Operational"
1274.00,"Code table 4.201 - Precipitation type",,"2",,"Thunderstorm",,,"Operational"
1275.00,"Code table 4.201 - Precipitation type",,"3",,"Freezing rain",,,"Operational"
1276.00,"Code table 4.201 - Precipitation type",,"4",,"Mixed/ice",,,"Operational"
1277.00,"Code table 4.201 - Precipitation type",,"5",,"Snow",,,"Operational"
1278.00,"Code table 4.201 - Precipitation type",,"6-191",,"Reserved",,,"Operational"
1279.00,"Code table 4.201 - Precipitation type",,"192-254",,"Reserved for local use",,,"Operational"
1280.00,"Code table 4.201 - Precipitation type",,"255",,"Missing",,,"Operational"
1281.00,"Code table 4.202 - Precipitable water category",,"0-191",,"Reserved",,,"Operational"
1282.00,"Code table 4.202 - Precipitable water category",,"192-254",,"Reserved for local use",,,"Operational"
1283.00,"Code table 4.202 - Precipitable water category",,"255",,"Missing",,,"Operational"
1284.00,"Code table 4.203 - Cloud type",,"0",,"Clear",,,"Operational"
1285.00,"Code table 4.203 - Cloud type",,"1",,"Cumulonimbus",,,"Operational"
1286.00,"Code table 4.203 - Cloud type",,"2",,"Stratus",,,"Operational"
1287.00,"Code table 4.203 - Cloud type",,"3",,"Stratocumulus",,,"Operational"
1288.00,"Code table 4.203 - Cloud type",,"4",,"Cumulus",,,"Operational"
1289.00,"Code table 4.203 - Cloud type",,"5",,"Altostratus",,,"Operational"
1290.00,"Code table 4.203 - Cloud type",,"6",,"Nimbostratus",,,"Operational"
1291.00,"Code table 4.203 - Cloud type",,"7",,"Altocumulus",,,"Operational"
1292.00,"Code table 4.203 - Cloud type",,"8",,"Cirrostratus",,,"Operational"
1293.00,"Code table 4.203 - Cloud type",,"9",,"Cirrocumulus",,,"Operational"
1294.00,"Code table 4.203 - Cloud type",,"10",,"Cirrus",,,"Operational"
1295.00,"Code table 4.203 - Cloud type",,"11",,"Cumulonimbus - ground-based fog beneath the lowest layer",,,"Operational"
1296.00,"Code table 4.203 - Cloud type",,"12",,"Stratus - ground-based fog beneath the lowest layer",,,"Operational"
1297.00,"Code table 4.203 - Cloud type",,"13",,"Stratocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1298.00,"Code table 4.203 - Cloud type",,"14",,"Cumulus - ground-based fog beneath the lowest layer",,,"Operational"
1299.00,"Code table 4.203 - Cloud type",,"15",,"Altostratus - ground-based fog beneath the lowest layer",,,"Operational"
1300.00,"Code table 4.203 - Cloud type",,"16",,"Nimbostratus - ground-based fog beneath the lowest layer",,,"Operational"
1301.00,"Code table 4.203 - Cloud type",,"17",,"Altocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1302.00,"Code table 4.203 - Cloud type",,"18",,"Cirrostratus - ground-based fog beneath the lowest layer",,,"Operational"
1303.00,"Code table 4.203 - Cloud type",,"19",,"Cirrocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1304.00,"Code table 4.203 - Cloud type",,"20",,"Cirrus - ground-based fog beneath the lowest layer",,,"Operational"
1305.00,"Code table 4.203 - Cloud type",,"21-190",,"Reserved",,,"Operational"
1306.00,"Code table 4.203 - Cloud type",,"191",,"Unknown",,,"Operational"
1307.00,"Code table 4.203 - Cloud type",,"192-254",,"Reserved for local use",,,"Operational"
1308.00,"Code table 4.203 - Cloud type",,"255",,"Missing",,,"Operational"
1309.00,"Code table 4.204 - Thunderstorm coverage",,"0",,"None",,,"Operational"
1310.00,"Code table 4.204 - Thunderstorm coverage",,"1",,"Isolated (1-2%)",,,"Operational"
1311.00,"Code table 4.204 - Thunderstorm coverage",,"2",,"Few (3-5%)",,,"Operational"
1312.00,"Code table 4.204 - Thunderstorm coverage",,"3",,"Scattered (16-45%)",,,"Operational"
1313.00,"Code table 4.204 - Thunderstorm coverage",,"4",,"Numerous (> 45%)",,,"Operational"
1314.00,"Code table 4.204 - Thunderstorm coverage",,"5-191",,"Reserved",,,"Operational"
1315.00,"Code table 4.204 - Thunderstorm coverage",,"192-254",,"Reserved for local use",,,"Operational"
1316.00,"Code table 4.204 - Thunderstorm coverage",,"255",,"Missing",,,"Operational"
1317.00,"Code table 4.205 - Presence of aerosol",,"0",,"Aerosol not present",,,"Operational"
1318.00,"Code table 4.205 - Presence of aerosol",,"1",,"Aerosol present",,,"Operational"
1319.00,"Code table 4.205 - Presence of aerosol",,"2-191",,"Reserved",,,"Operational"
1320.00,"Code table 4.205 - Presence of aerosol",,"192-254",,"Reserved for local use",,,"Operational"
1321.00,"Code table 4.205 - Presence of aerosol",,"255",,"Missing",,,"Operational"
1322.00,"Code table 4.206 - Volcanic ash",,"0",,"Not present",,,"Operational"
1323.00,"Code table 4.206 - Volcanic ash",,"1",,"Present",,,"Operational"
1324.00,"Code table 4.206 - Volcanic ash",,"2-191",,"Reserved",,,"Operational"
1325.00,"Code table 4.206 - Volcanic ash",,"192-254",,"Reserved for local use",,,"Operational"
1326.00,"Code table 4.206 - Volcanic ash",,"255",,"Missing",,,"Operational"
1327.00,"Code table 4.207 - Icing",,"0",,"None",,,"Operational"
1328.00,"Code table 4.207 - Icing",,"1",,"Light",,,"Operational"
1329.00,"Code table 4.207 - Icing",,"2",,"Moderate",,,"Operational"
1330.00,"Code table 4.207 - Icing",,"3",,"Severe",,,"Operational"
1331.00,"Code table 4.207 - Icing",,"4",,"Trace",,,"Operational"
1332.00,"Code table 4.207 - Icing",,"5",,"Heavy",,,"Operational"
1333.00,"Code table 4.207 - Icing",,"6-191",,"Reserved",,,"Operational"
1334.00,"Code table 4.207 - Icing",,"192-254",,"Reserved for local use",,,"Operational"
1335.00,"Code table 4.207 - Icing",,"255",,"Missing",,,"Operational"
1336.00,"Code table 4.208 - Turbulence",,"0",,"None (smooth)",,,"Operational"
1337.00,"Code table 4.208 - Turbulence",,"1",,"Light",,,"Operational"
1338.00,"Code table 4.208 - Turbulence",,"2",,"Moderate",,,"Operational"
1339.00,"Code table 4.208 - Turbulence",,"3",,"Severe",,,"Operational"
1340.00,"Code table 4.208 - Turbulence",,"4",,"Extreme",,,"Operational"
1341.00,"Code table 4.208 - Turbulence",,"5-191",,"Reserved",,,"Operational"
1342.00,"Code table 4.208 - Turbulence",,"192-254",,"Reserved for local use",,,"Operational"
1343.00,"Code table 4.208 - Turbulence",,"255",,"Missing",,,"Operational"
1344.00,"Code table 4.209 - Planetary boundary-layer regime",,"0",,"Reserved",,,"Operational"
1345.00,"Code table 4.209 - Planetary boundary-layer regime",,"1",,"Stable",,,"Operational"
1346.00,"Code table 4.209 - Planetary boundary-layer regime",,"2",,"Mechanically driven turbulence",,,"Operational"
1347.00,"Code table 4.209 - Planetary boundary-layer regime",,"3",,"Forced convection",,,"Operational"
1348.00,"Code table 4.209 - Planetary boundary-layer regime",,"4",,"Free convection",,,"Operational"
1349.00,"Code table 4.209 - Planetary boundary-layer regime",,"5-191",,"Reserved",,,"Operational"
1350.00,"Code table 4.209 - Planetary boundary-layer regime",,"192-254",,"Reserved for local use",,,"Operational"
1351.00,"Code table 4.209 - Planetary boundary-layer regime",,"255",,"Missing",,,"Operational"
1352.00,"Code table 4.210 - Contrail intensity",,"0",,"Contrail not present",,,"Operational"
1353.00,"Code table 4.210 - Contrail intensity",,"1",,"Contrail present",,,"Operational"
1354.00,"Code table 4.210 - Contrail intensity",,"2-191",,"Reserved",,,"Operational"
1355.00,"Code table 4.210 - Contrail intensity",,"192-254",,"Reserved for local use",,,"Operational"
1356.00,"Code table 4.210 - Contrail intensity",,"255",,"Missing",,,"Operational"
1357.00,"Code table 4.211 - Contrail engine type",,"0",,"Low bypass",,,"Operational"
1358.00,"Code table 4.211 - Contrail engine type",,"1",,"High bypass",,,"Operational"
1359.00,"Code table 4.211 - Contrail engine type",,"2",,"Non-bypass",,,"Operational"
1360.00,"Code table 4.211 - Contrail engine type",,"3-191",,"Reserved",,,"Operational"
1361.00,"Code table 4.211 - Contrail engine type",,"192-254",,"Reserved for local use",,,"Operational"
1362.00,"Code table 4.211 - Contrail engine type",,"255",,"Missing",,,"Operational"
1363.00,"Code table 4.212 - Land use",,"0",,"Reserved",,,"Operational"
1364.00,"Code table 4.212 - Land use",,"1",,"Urban land",,,"Operational"
1365.00,"Code table 4.212 - Land use",,"2",,"Agriculture",,,"Operational"
1366.00,"Code table 4.212 - Land use",,"3",,"Range land",,,"Operational"
1367.00,"Code table 4.212 - Land use",,"4",,"Deciduous forest",,,"Operational"
1368.00,"Code table 4.212 - Land use",,"5",,"Coniferous forest",,,"Operational"
1369.00,"Code table 4.212 - Land use",,"6",,"Forest/wetland",,,"Operational"
1370.00,"Code table 4.212 - Land use",,"7",,"Water",,,"Operational"
