"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
395.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","8",,"Lapse rate",,"K/m","Operational"
396.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","9",,"Temperature anomaly",,"K","Operational"
397.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","10",,"Latent heat net flux",,"W m-2","Operational"
398.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","11",,"Sensible heat net flux",,"W m-2","Operational"
399.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","12",,"Heat index",,"K","Operational"
400.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","13",,"Wind chill factor",,"K","Operational"
401.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","14",,"Minimum dewpoint depression","*","K","Deprecated"
402.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","15",,"Virtual potential temperature",,"K","Operational"
403.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","16",,"Snow phase change heat flux",,"W m-2","Operational"
404.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","17",,"Skin temperature",,"K","Operational"
405.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","18",,"Snow temperature (top of snow)",,"K","Operational"
406.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","19",,"Turbulent transfer coefficient for heat",,"Numeric","Operational"
407.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","20",,"Turbulent diffusion coefficient for heat",,"m2/s","Operational"
408.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","21",,"Apparent temperature","**","K","Operational"
409.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","22",,"Temperature tendency due to short-wave radiation",,"K s-1","Operational"
410.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","23",,"Temperature tendency due to long-wave radiation",,"K s-1","Operational"
411.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","24",,"Temperature tendency due to short-wave radiation, clear sky",,"K s-1","Operational"
412.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","25",,"Temperature tendency due to long-wave radiation, clear sky",,"K s-1","Operational"
413.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","26",,"Temperature tendency due to parameterization",,"K s-1","Operational"
414.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","27",,"Wet-bulb temperature",,"K","Operational"
415.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","28",,"Unbalanced component of temperature",,"K","Operational"
416.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","29",,"Temperature advection",,"K s-1","Operational"
417.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","30-191",,"Reserved",,,"Operational"
418.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","192-254",,"Reserved for local use",,,"Operational"
419.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 0: temperature","255",,"Missing",,,"Operational"
420.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","0",,"Specific humidity",,"kg/kg","Operational"
421.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","1",,"Relative humidity",,"%","Operational"
422.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","2",,"Humidity mixing ratio",,"kg/kg","Operational"
423.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","3",,"Precipitable water",,"kg m-2","Operational"
424.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","4",,"Vapour pressure",,"Pa","Operational"
425.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","5",,"Saturation deficit",,"Pa","Operational"
426.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","6",,"Evaporation",,"kg m-2","Operational"
427.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","7",,"Precipitation rate","*","kg m-2 s-1","Deprecated"
428.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","8",,"Total precipitation","***","kg m-2","Operational"
429.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","9",,"Large-scale precipitation (non-convective)","***","kg m-2","Operational"
430.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","10",,"Convective precipitation","***","kg m-2","Operational"
431.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","11",,"Snow depth",,"m","Operational"
432.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","12",,"Snowfall rate water equivalent","*","kg m-2 s-1","Deprecated"
433.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","13",,"Water equivalent of accumulated snow depth","***","kg m-2","Operational"
434.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","14",,"Convective snow","***","kg m-2","Operational"
435.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","15",,"Large-scale snow","***","kg m-2","Operational"
436.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","16",,"Snow melt",,"kg m-2","Operational"
437.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","17",,"Snow age",,"d","Operational"
438.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","18",,"Absolute humidity",,"kg m-3","Operational"
439.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","19",,"Precipitation type",,"(Code table 4.201)","Operational"
440.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","20",,"Integrated liquid water",,"kg m-2","Operational"
441.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","21",,"Condensate",,"kg/kg","Operational"
442.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","22",,"Cloud mixing ratio",,"kg/kg","Operational"
443.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","23",,"Ice water mixing ratio",,"kg/kg","Operational"
444.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","24",,"Rain mixing ratio",,"kg/kg","Operational"
445.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","25",,"Snow mixing ratio",,"kg/kg","Operational"
446.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","26",,"Horizontal moisture convergence",,"kg kg-1 s-1","Operational"
447.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","27",,"Maximum relative humidity","*","%","Deprecated"
448.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","28",,"Maximum absolute humidity","*","kg m-3","Deprecated"
449.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","29",,"Total snowfall","***","m","Operational"
450.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","30",,"Precipitable water category",,"(Code table 4.202)","Operational"
451.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","31",,"Hail",,"m","Operational"
452.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","32",,"Graupel (snow pellets)",,"kg/kg","Operational"
453.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","33",,"Categorical rain",,"(Code table 4.222)","Operational"
454.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","34",,"Categorical freezing rain",,"(Code table 4.222)","Operational"
455.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","35",,"Categorical ice pellets",,"(Code table 4.222)","Operational"
456.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","36",,"Categorical snow",,"(Code table 4.222)","Operational"
457.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","37",,"Convective precipitation rate",,"kg m-2 s-1","Operational"
458.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","38",,"Horizontal moisture divergence",,"kg kg-1 s-1","Operational"
459.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","39",,"Per cent frozen precipitation",,"%","Operational"
460.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","40",,"Potential evaporation",,"kg m-2","Operational"
461.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","41",,"Potential evaporation rate",,"W m-2","Operational"
462.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","42",,"Snow cover",,"%","Operational"
463.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","43",,"Rain fraction of total cloud water",,"Proportion","Operational"
464.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","44",,"Rime factor",,"Numeric","Operational"
465.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","45",,"Total column integrated rain",,"kg m-2","Operational"
466.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","46",,"Total column integrated snow",,"kg m-2","Operational"
467.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","47",,"Large scale water precipitation (non-convective)","***","kg m-2","Deprecated"
468.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","48",,"Convective water precipitation","***","kg m-2","Deprecated"
469.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","49",,"Total water precipitation","***","kg m-2","Deprecated"
470.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","50",,"Total snow precipitation","***","kg m-2","Deprecated"
471.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","51",,"Total column water (Vertically integrated total water (vapour + cloud water/ice))",,"kg m-2","Operational"
472.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","52",,"Total precipitation rate","**","kg m-2 s-1","Operational"
473.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","53",,"Total snowfall rate water equivalent","**","kg m-2 s-1","Operational"
474.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","54",,"Large scale precipitation rate",,"kg m-2 s-1","Operational"
475.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","55",,"Convective snowfall rate water equivalent",,"kg m-2 s-1","Operational"
476.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","56",,"Large scale snowfall rate water equivalent",,"kg m-2 s-1","Operational"
477.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","57",,"Total snowfall rate",,"m/s","Operational"
478.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","58",,"Convective snowfall rate",,"m/s","Operational"
479.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","59",,"Large scale snowfall rate",,"m/s","Operational"
480.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","60",,"Snow depth water equivalent",,"kg m-2","Operational"
481.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","61",,"Snow density",,"kg m-3","Operational"
482.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","62",,"Snow evaporation",,"kg m-2","Operational"
483.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","63",,"Reserved",,,"Operational"
484.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","64",,"Total column integrated water vapour",,"kg m-2","Operational"
485.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","65",,"Rain precipitation rate",,"kg m-2 s-1","Operational"
486.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","66",,"Snow precipitation rate",,"kg m-2 s-1","Operational"
487.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","67",,"Freezing rain precipitation rate",,"kg m-2 s-1","Operational"
488.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","68",,"Ice pellets precipitation rate",,"kg m-2 s-1","Operational"
489.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","69",,"Total column integrated cloud water",,"kg m-2","Operational"
490.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","70",,"Total column integrated cloud ice",,"kg m-2","Operational"
491.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","71",,"Hail mixing ratio",,"kg/kg","Operational"
492.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","72",,"Total column integrated hail",,"kg m-2","Operational"
493.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","73",,"Hail precipitation rate",,"kg m-2 s-1","Operational"
494.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","74",,"Total column integrated graupel",,"kg m-2","Operational"
495.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","75",,"Graupel (snow pellets) precipitation rate",,"kg m-2 s-1","Operational"
496.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","76",,"Convective rain rate",,"kg m-2 s-1","Operational"
497.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","77",,"Large scale rain rate",,"kg m-2 s-1","Operational"
498.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","78",,"Total column integrated water (all components including precipitation)",,"kg m-2","Operational"
499.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","79",,"Evaporation rate",,"kg m-2 s-1","Operational"
500.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","80",,"Total condensate",,"kg/kg","Operational"
501.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","81",,"Total column-integrated condensate",,"kg m-2","Operational"
502.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","82",,"Cloud ice mixing-ratio",,"kg/kg","Operational"
503.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","83",,"Specific cloud liquid water content",,"kg/kg","Operational"
504.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","84",,"Specific cloud ice water content",,"kg/kg","Operational"
505.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","85",,"Specific rainwater content",,"kg/kg","Operational"
506.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","86",,"Specific snow water content",,"kg/kg","Operational"
507.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","87",,"Stratiform precipitation rate",,"kg m-2 s-1","Operational"
508.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","88",,"Categorical convective precipitation",,"Code table 4.222","Operational"
509.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","89",,"Reserved",,,"Operational"
510.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","90",,"Total kinematic moisture flux",,"kg kg-1 m s-1","Operational"
511.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","91",,"u-component (zonal) kinematic moisture flux",,"kg kg-1 m s-1","Operational"
512.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","92",,"v-component (meridional) kinematic moisture flux",,"kg kg-1 m s-1","Operational"
513.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","93",,"Relative humidity with respect to water",,"%","Operational"
514.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","94",,"Relative humidity with respect to ice",,"%","Operational"
515.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","95",,"Freezing or frozen precipitation rate",,"kg m-2 s-1","Operational"
516.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","96",,"Mass density of rain",,"kg m-3","Operational"
517.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","97",,"Mass density of snow",,"kg m-3","Operational"
518.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","98",,"Mass density of graupel",,"kg m-3","Operational"
519.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","99",,"Mass density of hail",,"kg m-3","Operational"
520.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","100",,"Specific number concentration of rain",,"kg-1","Operational"
521.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","101",,"Specific number concentration of snow",,"kg-1","Operational"
522.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","102",,"Specific number concentration of graupel",,"kg-1","Operational"
523.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","103",,"Specific number concentration of hail",,"kg-1","Operational"
524.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","104",,"Number density of rain",,"m-3","Operational"
525.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","105",,"Number density of snow",,"m-3","Operational"
526.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","106",,"Number density of graupel",,"m-3","Operational"
527.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","107",,"Number density of hail",,"m-3","Operational"
528.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","108",,"Specific humidity tendency due to parameterization",,"kg kg-1 s-1","Operational"
529.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","109",,"Mass density of liquid water coating on hail expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
530.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","110",,"Specific mass of liquid water coating on hail expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
531.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","111",,"Mass mixing ratio of liquid water coating on hail expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
532.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","112",,"Mass density of liquid water coating on graupel expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
533.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","113",,"Specific mass of liquid water coating on graupel expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
534.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","114",,"Mass mixing ratio of liquid water coating on graupel expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
535.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","115",,"Mass density of liquid water coating on snow expressed as mass of liquid water per unit volume of air",,"kg m-3","Operational"
536.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","116",,"Specific mass of liquid water coating on snow expressed as mass of liquid water per unit mass of moist air",,"kg kg-1","Operational"
537.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","117",,"Mass mixing ratio of liquid water coating on snow expressed as mass of liquid water per unit mass of dry air",,"kg kg-1","Operational"
538.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","118",,"Unbalanced component of specific humidity",,"kg kg-1","Operational"
539.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","119",,"Unbalanced component of specific cloud liquid water content",,"kg kg-1","Operational"
540.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","120",,"Unbalanced component of specific cloud ice water content",,"kg kg-1","Operational"
541.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","121",,"Fraction of snow cover",,"Proportion","Operational"
542.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","122-191",,"Reserved",,,"Operational"
543.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","192-254",,"Reserved for local use",,,"Operational"
544.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 1: moisture","255",,"Missing",,,"Operational"
545.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","0",,"Wind direction (from which blowing)",,"degree true","Operational"
546.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","1",,"Wind speed",,"m/s","Operational"
547.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","2",,"u-component of wind",,"m/s","Operational"
548.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","3",,"v-component of wind",,"m/s","Operational"
549.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","4",,"Stream function",,"m2/s","Operational"
550.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","5",,"Velocity potential",,"m2/s","Operational"
551.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","6",,"Montgomery stream function",,"m2 s-2","Operational"
552.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","7",,"Sigma coordinate vertical velocity",,"/s","Operational"
553.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","8",,"Vertical velocity (pressure)",,"Pa/s","Operational"
554.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","9",,"Vertical velocity (geometric)",,"m/s","Operational"
555.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","10",,"Absolute vorticity",,"/s","Operational"
556.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 2: momentum","11",,"Absolute divergence",,"/s","Operational"
