"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
1281.00,"Code table 4.3 - Type of generating process",,"13",,"Post-processed forecast","(see Note)",,"Operational"
1282.00,"Code table 4.3 - Type of generating process",,"14",,"Nowcast",,,"Operational"
1283.00,"Code table 4.3 - Type of generating process",,"15",,"Hindcast",,,"Operational"
1284.00,"Code table 4.3 - Type of generating process",,"16",,"Physical retrieval",,,"Operational"
1285.00,"Code table 4.3 - Type of generating process",,"17",,"Regression analysis",,,"Operational"
1286.00,"Code table 4.3 - Type of generating process",,"18",,"Difference between two forecasts",,,"Operational"
1287.00,"Code table 4.3 - Type of generating process",,"19-191",,"Reserved",,,"Operational"
1288.00,"Code table 4.3 - Type of generating process",,"192-254",,"Reserved for local use",,,"Operational"
1289.00,"Code table 4.3 - Type of generating process",,"255",,"Missing",,,"Operational"
1290.00,"Code table 4.4 - Indicator of unit of time range",,"0",,"Minute",,,"Operational"
1291.00,"Code table 4.4 - Indicator of unit of time range",,"1",,"Hour",,,"Operational"
1292.00,"Code table 4.4 - Indicator of unit of time range",,"2",,"Day",,,"Operational"
1293.00,"Code table 4.4 - Indicator of unit of time range",,"3",,"Month",,,"Operational"
1294.00,"Code table 4.4 - Indicator of unit of time range",,"4",,"Year",,,"Operational"
1295.00,"Code table 4.4 - Indicator of unit of time range",,"5",,"Decade (10 years)",,,"Operational"
1296.00,"Code table 4.4 - Indicator of unit of time range",,"6",,"Normal (30 years)",,,"Operational"
1297.00,"Code table 4.4 - Indicator of unit of time range",,"7",,"Century (100 years)",,,"Operational"
1298.00,"Code table 4.4 - Indicator of unit of time range",,"8-9",,"Reserved",,,"Operational"
1299.00,"Code table 4.4 - Indicator of unit of time range",,"10",,"3 hours",,,"Operational"
1300.00,"Code table 4.4 - Indicator of unit of time range",,"11",,"6 hours",,,"Operational"
1301.00,"Code table 4.4 - Indicator of unit of time range",,"12",,"12 hours",,,"Operational"
1302.00,"Code table 4.4 - Indicator of unit of time range",,"13",,"Second",,,"Operational"
1303.00,"Code table 4.4 - Indicator of unit of time range",,"14-191",,"Reserved",,,"Operational"
1304.00,"Code table 4.4 - Indicator of unit of time range",,"192-254",,"Reserved for local use",,,"Operational"
1305.00,"Code table 4.4 - Indicator of unit of time range",,"255",,"Missing",,,"Operational"
1306.00,"Code table 4.5 - Fixed surface types and units",,"0",,"Reserved",,,"Operational"
1307.00,"Code table 4.5 - Fixed surface types and units",,"1",,"Ground or water surface",,"-","Operational"
1308.00,"Code table 4.5 - Fixed surface types and units",,"2",,"Cloud base level",,"-","Operational"
1309.00,"Code table 4.5 - Fixed surface types and units",,"3",,"Level of cloud tops",,"-","Operational"
1310.00,"Code table 4.5 - Fixed surface types and units",,"4",,"Level of 0 °C isotherm",,"-","Operational"
1311.00,"Code table 4.5 - Fixed surface types and units",,"5",,"Level of adiabatic condensation lifted from the surface",,"-","Operational"
1312.00,"Code table 4.5 - Fixed surface types and units",,"6",,"Maximum wind level",,"-","Operational"
1313.00,"Code table 4.5 - Fixed surface types and units",,"7",,"Tropopause",,"-","Operational"
1314.00,"Code table 4.5 - Fixed surface types and units",,"8",,"Nominal top of the atmosphere",,"-","Operational"
1315.00,"Code table 4.5 - Fixed surface types and units",,"9",,"Sea bottom",,"-","Operational"
1316.00,"Code table 4.5 - Fixed surface types and units",,"10",,"Entire atmosphere",,"-","Operational"
1317.00,"Code table 4.5 - Fixed surface types and units",,"11",,"Cumulonimbus (CB) base",,"m","Operational"
1318.00,"Code table 4.5 - Fixed surface types and units",,"12",,"Cumulonimbus (CB) top",,"m","Operational"
1319.00,"Code table 4.5 - Fixed surface types and units",,"13",,"Lowest level where vertically integrated cloud cover exceeds the specified percentage (cloud base for a given percentage cloud cover)",,"%","Operational"
1320.00,"Code table 4.5 - Fixed surface types and units",,"14",,"Level of free convection (LFC)",,"-","Operational"
1321.00,"Code table 4.5 - Fixed surface types and units",,"15",,"Convective condensation level (CCL)",,"-","Operational"
1322.00,"Code table 4.5 - Fixed surface types and units",,"16",,"Level of neutral buoyancy or equilibrium level (LNB)",,"-","Operational"
1323.00,"Code table 4.5 - Fixed surface types and units",,"17-19",,"Reserved",,,"Operational"
1324.00,"Code table 4.5 - Fixed surface types and units",,"20",,"Isothermal level",,"K","Operational"
1325.00,"Code table 4.5 - Fixed surface types and units",,"21",,"Lowest level where mass density exceeds the specified value (base for a given threshold of mass density)",,"kg m-3","Operational"
1326.00,"Code table 4.5 - Fixed surface types and units",,"22",,"Highest level where mass density exceeds the specified value (top for a given threshold of mass density)",,"kg m-3","Operational"
1327.00,"Code table 4.5 - Fixed surface types and units",,"23",,"Lowest level where air concentration exceeds the specified value (base for a given threshold of air concentration)",,"Bq m-3","Operational"
1328.00,"Code table 4.5 - Fixed surface types and units",,"24",,"Highest level where air concentration exceeds the specified value (top for a given threshold of air concentration)",,"Bq m-3","Operational"
1329.00,"Code table 4.5 - Fixed surface types and units",,"25",,"Highest level where radar reflectivity exceeds the specified value (echo top for a given threshold of reflectivity)",,"dBZ","Operational"
1330.00,"Code table 4.5 - Fixed surface types and units",,"26-99",,"Reserved",,,"Operational"
1331.00,"Code table 4.5 - Fixed surface types and units",,"100",,"Isobaric surface",,"Pa","Operational"
1332.00,"Code table 4.5 - Fixed surface types and units",,"101",,"Mean sea level",,,"Operational"
1333.00,"Code table 4.5 - Fixed surface types and units",,"102",,"Specific altitude above mean sea level",,"m","Operational"
1334.00,"Code table 4.5 - Fixed surface types and units",,"103",,"Specified height level above ground",,"m","Operational"
1335.00,"Code table 4.5 - Fixed surface types and units",,"104",,"Sigma level",,"""sigma"" value","Operational"
1336.00,"Code table 4.5 - Fixed surface types and units",,"105",,"Hybrid level",,"-","Operational"
1337.00,"Code table 4.5 - Fixed surface types and units",,"106",,"Depth below land surface",,"m","Operational"
1338.00,"Code table 4.5 - Fixed surface types and units",,"107",,"Isentropic (theta) level",,"K","Operational"
1339.00,"Code table 4.5 - Fixed surface types and units",,"108",,"Level at specified pressure difference from ground to level",,"Pa","Operational"
1340.00,"Code table 4.5 - Fixed surface types and units",,"109",,"Potential vorticity surface",,"K m2 kg-1 s-1","Operational"
1341.00,"Code table 4.5 - Fixed surface types and units",,"110",,"Reserved",,,"Operational"
1342.00,"Code table 4.5 - Fixed surface types and units",,"111",,"Eta level",,"-","Operational"
1343.00,"Code table 4.5 - Fixed surface types and units",,"112",,"Reserved",,,"Operational"
1344.00,"Code table 4.5 - Fixed surface types and units",,"113",,"Logarithmic hybrid level",,,"Operational"
1345.00,"Code table 4.5 - Fixed surface types and units",,"114",,"Snow level",,"Numeric","Operational"
1346.00,"Code table 4.5 - Fixed surface types and units",,"115",,"Sigma height level","(see Note 4)","-","Operational"
1347.00,"Code table 4.5 - Fixed surface types and units",,"116",,"Reserved",,,"Operational"
1348.00,"Code table 4.5 - Fixed surface types and units",,"117",,"Mixed layer depth",,"m","Operational"
1349.00,"Code table 4.5 - Fixed surface types and units",,"118",,"Hybrid height level",,"-","Operational"
1350.00,"Code table 4.5 - Fixed surface types and units",,"119",,"Hybrid pressure level",,"-","Operational"
1351.00,"Code table 4.5 - Fixed surface types and units",,"120-149",,"Reserved",,,"Operational"
1352.00,"Code table 4.5 - Fixed surface types and units",,"150",,"Generalized vertical height coordinate","(see Note 5)",,"Operational"
1353.00,"Code table 4.5 - Fixed surface types and units",,"151",,"Soil level","(see Note 6)","Numeric","Operational"
1354.00,"Code table 4.5 - Fixed surface types and units",,"152-159",,"Reserved",,,"Operational"
1355.00,"Code table 4.5 - Fixed surface types and units",,"160",,"Depth below sea level",,"m","Operational"
1356.00,"Code table 4.5 - Fixed surface types and units",,"161",,"Depth below water surface",,"m","Operational"
1357.00,"Code table 4.5 - Fixed surface types and units",,"162",,"Lake or river bottom",,"-","Operational"
1358.00,"Code table 4.5 - Fixed surface types and units",,"163",,"Bottom of sediment layer",,"-","Operational"
1359.00,"Code table 4.5 - Fixed surface types and units",,"164",,"Bottom of thermally active sediment layer",,"-","Operational"
1360.00,"Code table 4.5 - Fixed surface types and units",,"165",,"Bottom of sediment layer penetrated by thermal wave",,"-","Operational"
1361.00,"Code table 4.5 - Fixed surface types and units",,"166",,"Mixing layer",,"-","Operational"
1362.00,"Code table 4.5 - Fixed surface types and units",,"167",,"Bottom of root zone",,"-","Operational"
1363.00,"Code table 4.5 - Fixed surface types and units",,"168-173",,"Reserved",,,"Operational"
1364.00,"Code table 4.5 - Fixed surface types and units",,"174",,"Top surface of ice on sea, lake or river",,"-","Operational"
1365.00,"Code table 4.5 - Fixed surface types and units",,"175",,"Top surface of ice, under snow cover, on sea, lake or river",,"-","Operational"
1366.00,"Code table 4.5 - Fixed surface types and units",,"176",,"Bottom surface (underside) ice on sea, lake or river",,"-","Operational"
1367.00,"Code table 4.5 - Fixed surface types and units",,"177",,"Deep soil (of indefinite depth)",,"-","Operational"
1368.00,"Code table 4.5 - Fixed surface types and units",,"178",,"Reserved",,"-","Operational"
1369.00,"Code table 4.5 - Fixed surface types and units",,"179",,"Top surface of glacier ice and inland ice",,"-","Operational"
1370.00,"Code table 4.5 - Fixed surface types and units",,"180",,"Deep inland or glacier ice (of indefinite depth)",,"-","Operational"
1371.00,"Code table 4.5 - Fixed surface types and units",,"181",,"Grid tile land fraction as a model surface",,"-","Operational"
1372.00,"Code table 4.5 - Fixed surface types and units",,"182",,"Grid tile water fraction as a model surface",,"-","Operational"
1373.00,"Code table 4.5 - Fixed surface types and units",,"183",,"Grid tile ice fraction on sea, lake or river as a model surface",,"-","Operational"
1374.00,"Code table 4.5 - Fixed surface types and units",,"184",,"Grid tile glacier ice and inland ice fraction as a model surface",,"-","Operational"
1375.00,"Code table 4.5 - Fixed surface types and units",,"185-191",,"Reserved",,,"Operational"
1376.00,"Code table 4.5 - Fixed surface types and units",,"192-254",,"Reserved for local use",,,"Operational"
1377.00,"Code table 4.5 - Fixed surface types and units",,"255",,"Missing",,,"Operational"
1378.00,"Code table 4.6 - Type of ensemble forecast",,"0",,"Unperturbed high-resolution control forecast",,,"Operational"
1379.00,"Code table 4.6 - Type of ensemble forecast",,"1",,"Unperturbed low-resolution control forecast",,,"Operational"
1380.00,"Code table 4.6 - Type of ensemble forecast",,"2",,"Negatively perturbed forecast",,,"Operational"
1381.00,"Code table 4.6 - Type of ensemble forecast",,"3",,"Positively perturbed forecast",,,"Operational"
1382.00,"Code table 4.6 - Type of ensemble forecast",,"4",,"Multi-model forecast",,,"Operational"
1383.00,"Code table 4.6 - Type of ensemble forecast",,"5-191",,"Reserved",,,"Operational"
1384.00,"Code table 4.6 - Type of ensemble forecast",,"192-254",,"Reserved for local use",,,"Operational"
1385.00,"Code table 4.6 - Type of ensemble forecast",,"255",,"Missing",,,"Operational"
1386.00,"Code table 4.7 - Derived forecast",,"0",,"Unweighted mean of all members",,,"Operational"
1387.00,"Code table 4.7 - Derived forecast",,"1",,"Weighted mean of all members",,,"Operational"
1388.00,"Code table 4.7 - Derived forecast",,"2",,"Standard deviation with respect to cluster mean",,,"Operational"
1389.00,"Code table 4.7 - Derived forecast",,"3",,"Standard deviation with respect to cluster mean, normalized",,,"Operational"
1390.00,"Code table 4.7 - Derived forecast",,"4",,"Spread of all members",,,"Operational"
1391.00,"Code table 4.7 - Derived forecast",,"5",,"Large anomaly index of all members","(see Note 1)",,"Operational"
1392.00,"Code table 4.7 - Derived forecast",,"6",,"Unweighted mean of the cluster members",,,"Operational"
1393.00,"Code table 4.7 - Derived forecast",,"7",,"Interquartile range (range between the 25th and 75th quantile)",,,"Operational"
1394.00,"Code table 4.7 - Derived forecast",,"8",,"Minimum of all ensemble members","(see Note 2)",,"Operational"
1395.00,"Code table 4.7 - Derived forecast",,"9",,"Maximum of all ensemble members","(see Note 2)",,"Operational"
1396.00,"Code table 4.7 - Derived forecast",,"10-191",,"Reserved",,,"Operational"
1397.00,"Code table 4.7 - Derived forecast",,"192-254",,"Reserved for local use",,,"Operational"
1398.00,"Code table 4.7 - Derived forecast",,"255",,"Missing",,,"Operational"
1399.00,"Code table 4.8 - Clustering method",,"0",,"Anomaly correlation",,,"Operational"
1400.00,"Code table 4.8 - Clustering method",,"1",,"Root mean square",,,"Operational"
1401.00,"Code table 4.8 - Clustering method",,"2-191",,"Reserved",,,"Operational"
1402.00,"Code table 4.8 - Clustering method",,"192-254",,"Reserved for local use",,,"Operational"
1403.00,"Code table 4.8 - Clustering method",,"255",,"Missing",,,"Operational"
1404.00,"Code table 4.9 - Probability type",,"0",,"Probability of event below lower limit",,,"Operational"
1405.00,"Code table 4.9 - Probability type",,"1",,"Probability of event above upper limit",,,"Operational"
1406.00,"Code table 4.9 - Probability type",,"2",,"Probability of event between lower and upper limits (the range includes the lower limit but not the upper limit)",,,"Operational"
1407.00,"Code table 4.9 - Probability type",,"3",,"Probability of event above lower limit",,,"Operational"
1408.00,"Code table 4.9 - Probability type",,"4",,"Probability of event below upper limit",,,"Operational"
1409.00,"Code table 4.9 - Probability type",,"5",,"Probability of event equal to lower limit",,,"Operational"
1410.00,"Code table 4.9 - Probability type",,"6",,"Probability of event in above normal category","(see Notes 1 and 2)",,"Operational"
1411.00,"Code table 4.9 - Probability type",,"7",,"Probability of event in near normal category","(see Notes 1 and 2)",,"Operational"
1412.00,"Code table 4.9 - Probability type",,"8",,"Probability of event in below normal category","(see Notes 1 and 2)",,"Operational"
1413.00,"Code table 4.9 - Probability type",,"9-191",,"Reserved",,,"Operational"
1414.00,"Code table 4.9 - Probability type",,"192-254",,"Reserved for local use",,,"Operational"
1415.00,"Code table 4.9 - Probability type",,"255",,"Missing",,,"Operational"
1416.00,"Code table 4.10 - Type of statistical processing",,"0",,"Average",,,"Operational"
1417.00,"Code table 4.10 - Type of statistical processing",,"1",,"Accumulation","(see Note 1)",,"Operational"
1418.00,"Code table 4.10 - Type of statistical processing",,"2",,"Maximum",,,"Operational"
1419.00,"Code table 4.10 - Type of statistical processing",,"3",,"Minimum",,,"Operational"
1420.00,"Code table 4.10 - Type of statistical processing",,"4",,"Difference (value at the end of time range minus value at the beginning)",,,"Operational"
1421.00,"Code table 4.10 - Type of statistical processing",,"5",,"Root mean square",,,"Operational"
1422.00,"Code table 4.10 - Type of statistical processing",,"6",,"Standard deviation",,,"Operational"
1423.00,"Code table 4.10 - Type of statistical processing",,"7",,"Covariance (temporal variance)","(see Note 2)",,"Operational"
1424.00,"Code table 4.10 - Type of statistical processing",,"8",,"Difference (value at the start of time range minus value at the end)",,,"Operational"
1425.00,"Code table 4.10 - Type of statistical processing",,"9",,"Ratio","(see Note 3)",,"Operational"
1426.00,"Code table 4.10 - Type of statistical processing",,"10",,"Standardized anomaly",,,"Operational"
1427.00,"Code table 4.10 - Type of statistical processing",,"11",,"Summation",,,"Operational"
1428.00,"Code table 4.10 - Type of statistical processing",,"12-191",,"Reserved",,,"Operational"
1429.00,"Code table 4.10 - Type of statistical processing",,"192-254",,"Reserved for local use",,,"Operational"
1430.00,"Code table 4.10 - Type of statistical processing",,"255",,"Missing",,,"Operational"
1431.00,"Code table 4.11 - Type of time intervals",,"0",,"Reserved",,,"Operational"
1432.00,"Code table 4.11 - Type of time intervals",,"1",,"Successive times processed have same forecast time, start time of forecast is incremented",,,"Operational"
1433.00,"Code table 4.11 - Type of time intervals",,"2",,"Successive times processed have same start time of forecast, forecast time is incremented",,,"Operational"
1434.00,"Code table 4.11 - Type of time intervals",,"3",,"Successive times processed have start time of forecast incremented and forecast time decremented so that valid time remains constant",,,"Operational"
1435.00,"Code table 4.11 - Type of time intervals",,"4",,"Successive times processed have start time of forecast decremented and forecast time incremented so that valid time remains constant",,,"Operational"
1436.00,"Code table 4.11 - Type of time intervals",,"5",,"Floating subinterval of time between forecast time and end of overall time interval","*",,"Operational"
1437.00,"Code table 4.11 - Type of time intervals",,"6-191",,"Reserved",,,"Operational"
1438.00,"Code table 4.11 - Type of time intervals",,"192-254",,"Reserved for local use",,,"Operational"
1439.00,"Code table 4.11 - Type of time intervals",,"255",,"Missing",,,"Operational"
1440.00,"Code table 4.12 - Operating mode",,"0",,"Maintenance mode",,,"Operational"
1441.00,"Code table 4.12 - Operating mode",,"1",,"Clear air",,,"Operational"
1442.00,"Code table 4.12 - Operating mode",,"2",,"Precipitation",,,"Operational"
1443.00,"Code table 4.12 - Operating mode",,"3-191",,"Reserved",,,"Operational"
1444.00,"Code table 4.12 - Operating mode",,"192-254",,"Reserved for local use",,,"Operational"
1445.00,"Code table 4.12 - Operating mode",,"255",,"Missing",,,"Operational"
1446.00,"Code table 4.13 - Quality control indicator",,"0",,"No quality control applied",,,"Operational"
1447.00,"Code table 4.13 - Quality control indicator",,"1",,"Quality control applied",,,"Operational"
1448.00,"Code table 4.13 - Quality control indicator",,"2-191",,"Reserved",,,"Operational"
1449.00,"Code table 4.13 - Quality control indicator",,"192-254",,"Reserved for local use",,,"Operational"
1450.00,"Code table 4.13 - Quality control indicator",,"255",,"Missing",,,"Operational"
1451.00,"Code table 4.14 - Clutter filter indicator",,"0",,"No clutter filter used",,,"Operational"
1452.00,"Code table 4.14 - Clutter filter indicator",,"1",,"Clutter filter used",,,"Operational"
1453.00,"Code table 4.14 - Clutter filter indicator",,"2-191",,"Reserved",,,"Operational"
1454.00,"Code table 4.14 - Clutter filter indicator",,"192-254",,"Reserved for local use",,,"Operational"
1455.00,"Code table 4.14 - Clutter filter indicator",,"255",,"Missing",,,"Operational"
1456.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"0",,"Data is calculated directly from the source grid with no interpolation","(see Note 1)",,"Operational"
1457.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"1",,"Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1458.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"2",,"Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1459.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"3",,"Using the value from the source grid grid-point which is nearest to the nominal grid-point",,,"Operational"
1460.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"4",,"Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 2)",,"Operational"
1461.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"5",,"Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point",,,"Operational"
1462.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"6",,"Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point","(see Note 3)",,"Operational"
1463.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"7-191",,"Reserved",,,"Operational"
1464.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"192-254",,"Reserved for local use",,,"Operational"
1465.00,"Code table 4.15 - Type of spatial processing used to arrive at given data value from the source data",,"255",,"Missing",,,"Operational"
1466.00,"Code table 4.16 - Quality value associated with parameter",,"0",,"Confidence index","(see Note 2)",,"Operational"
1467.00,"Code table 4.16 - Quality value associated with parameter",,"1",,"Quality indicator","(see Note 3 and Code table 4.244)",,"Operational"
1468.00,"Code table 4.16 - Quality value associated with parameter",,"2",,"Correlation of product with used calibration product","(see Note 4)",,"Operational"
1469.00,"Code table 4.16 - Quality value associated with parameter",,"3",,"Standard deviation","(see Note 5)",,"Operational"
1470.00,"Code table 4.16 - Quality value associated with parameter",,"4",,"Random error","(see Note 5)",,"Operational"
1471.00,"Code table 4.16 - Quality value associated with parameter",,"5-191",,"Reserved",,,"Operational"
1472.00,"Code table 4.16 - Quality value associated with parameter",,"192-254",,"Reserved for local use",,,"Operational"
1473.00,"Code table 4.16 - Quality value associated with parameter",,"255",,"Missing",,,"Operational"
1474.00,"Code table 4.91 - Type of Interval",,"0",,"Smaller than first limit",,,"Operational"
1475.00,"Code table 4.91 - Type of Interval",,"1",,"Greater than second limit",,,"Operational"
1476.00,"Code table 4.91 - Type of Interval",,"2",,"Between first and second limit. The range includes the first limit but not the second limit",,,"Operational"
1477.00,"Code table 4.91 - Type of Interval",,"3",,"Greater than first limit",,,"Operational"
1478.00,"Code table 4.91 - Type of Interval",,"4",,"Smaller than second limit",,,"Operational"
1479.00,"Code table 4.91 - Type of Interval",,"5",,"Smaller or equal first limit",,,"Operational"
1480.00,"Code table 4.91 - Type of Interval",,"6",,"Greater or equal second limit",,,"Operational"
1481.00,"Code table 4.91 - Type of Interval",,"7",,"Between first and second. The range includes the first limit and the second limit",,,"Operational"
1482.00,"Code table 4.91 - Type of Interval",,"8",,"Greater or equal first limit",,,"Operational"
1483.00,"Code table 4.91 - Type of Interval",,"9",,"Smaller or equal second limit",,,"Operational"
1484.00,"Code table 4.91 - Type of Interval",,"10",,"Between first and second limit. The range includes the second limit but not the first limit",,,"Operational"
1485.00,"Code table 4.91 - Type of Interval",,"11",,"Equal to first limit",,,"Operational"
1486.00,"Code table 4.91 - Type of Interval",,"12-191",,"Reserved",,,"Operational"
1487.00,"Code table 4.91 - Type of Interval",,"192-254",,"Reserved for local use",,,"Operational"
1488.00,"Code table 4.91 - Type of Interval",,"255",,"Missing",,,"Operational"
1489.00,"Code table 4.201 - Precipitation type",,"0",,"Reserved",,,"Operational"
1490.00,"Code table 4.201 - Precipitation type",,"1",,"Rain",,,"Operational"
1491.00,"Code table 4.201 - Precipitation type",,"2",,"Thunderstorm",,,"Operational"
1492.00,"Code table 4.201 - Precipitation type",,"3",,"Freezing rain",,,"Operational"
1493.00,"Code table 4.201 - Precipitation type",,"4",,"Mixed/ice",,,"Operational"
1494.00,"Code table 4.201 - Precipitation type",,"5",,"Snow",,,"Operational"
1495.00,"Code table 4.201 - Precipitation type",,"6",,"Wet snow",,,"Operational"
1496.00,"Code table 4.201 - Precipitation type",,"7",,"Mixture of rain and snow",,,"Operational"
1497.00,"Code table 4.201 - Precipitation type",,"8",,"Ice pellets",,,"Operational"
1498.00,"Code table 4.201 - Precipitation type",,"9",,"Graupel",,,"Operational"
1499.00,"Code table 4.201 - Precipitation type",,"10",,"Hail",,,"Operational"
1500.00,"Code table 4.201 - Precipitation type",,"11",,"Drizzle",,,"Operational"
1501.00,"Code table 4.201 - Precipitation type",,"12",,"Freezing drizzle",,,"Operational"
1502.00,"Code table 4.201 - Precipitation type",,"13-191",,"Reserved",,,"Operational"
1503.00,"Code table 4.201 - Precipitation type",,"192-254",,"Reserved for local use",,,"Operational"
1504.00,"Code table 4.201 - Precipitation type",,"255",,"Missing",,,"Operational"
1505.00,"Code table 4.202 - Precipitable water category",,"0-191",,"Reserved",,,"Operational"
1506.00,"Code table 4.202 - Precipitable water category",,"192-254",,"Reserved for local use",,,"Operational"
1507.00,"Code table 4.202 - Precipitable water category",,"255",,"Missing",,,"Operational"
1508.00,"Code table 4.203 - Cloud type",,"0",,"Clear",,,"Operational"
1509.00,"Code table 4.203 - Cloud type",,"1",,"Cumulonimbus",,,"Operational"
1510.00,"Code table 4.203 - Cloud type",,"2",,"Stratus",,,"Operational"
1511.00,"Code table 4.203 - Cloud type",,"3",,"Stratocumulus",,,"Operational"
1512.00,"Code table 4.203 - Cloud type",,"4",,"Cumulus",,,"Operational"
1513.00,"Code table 4.203 - Cloud type",,"5",,"Altostratus",,,"Operational"
1514.00,"Code table 4.203 - Cloud type",,"6",,"Nimbostratus",,,"Operational"
1515.00,"Code table 4.203 - Cloud type",,"7",,"Altocumulus",,,"Operational"
1516.00,"Code table 4.203 - Cloud type",,"8",,"Cirrostratus",,,"Operational"
1517.00,"Code table 4.203 - Cloud type",,"9",,"Cirrocumulus",,,"Operational"
1518.00,"Code table 4.203 - Cloud type",,"10",,"Cirrus",,,"Operational"
1519.00,"Code table 4.203 - Cloud type",,"11",,"Cumulonimbus - ground-based fog beneath the lowest layer",,,"Operational"
1520.00,"Code table 4.203 - Cloud type",,"12",,"Stratus - ground-based fog beneath the lowest layer",,,"Operational"
1521.00,"Code table 4.203 - Cloud type",,"13",,"Stratocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1522.00,"Code table 4.203 - Cloud type",,"14",,"Cumulus - ground-based fog beneath the lowest layer",,,"Operational"
1523.00,"Code table 4.203 - Cloud type",,"15",,"Altostratus - ground-based fog beneath the lowest layer",,,"Operational"
1524.00,"Code table 4.203 - Cloud type",,"16",,"Nimbostratus - ground-based fog beneath the lowest layer",,,"Operational"
1525.00,"Code table 4.203 - Cloud type",,"17",,"Altocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1526.00,"Code table 4.203 - Cloud type",,"18",,"Cirrostratus - ground-based fog beneath the lowest layer",,,"Operational"
1527.00,"Code table 4.203 - Cloud type",,"19",,"Cirrocumulus - ground-based fog beneath the lowest layer",,,"Operational"
1528.00,"Code table 4.203 - Cloud type",,"20",,"Cirrus - ground-based fog beneath the lowest layer",,,"Operational"
1529.00,"Code table 4.203 - Cloud type",,"21-190",,"Reserved",,,"Operational"
1530.00,"Code table 4.203 - Cloud type",,"191",,"Unknown",,,"Operational"
1531.00,"Code table 4.203 - Cloud type",,"192-254",,"Reserved for local use",,,"Operational"
1532.00,"Code table 4.203 - Cloud type",,"255",,"Missing",,,"Operational"
1533.00,"Code table 4.204 - Thunderstorm coverage",,"0",,"None",,,"Operational"
1534.00,"Code table 4.204 - Thunderstorm coverage",,"1",,"Isolated (1-2%)",,,"Operational"
1535.00,"Code table 4.204 - Thunderstorm coverage",,"2",,"Few (3-5%)",,,"Operational"
1536.00,"Code table 4.204 - Thunderstorm coverage",,"3",,"Scattered (6-45%)",,,"Operational"
1537.00,"Code table 4.204 - Thunderstorm coverage",,"4",,"Numerous (> 45%)",,,"Operational"
1538.00,"Code table 4.204 - Thunderstorm coverage",,"5-191",,"Reserved",,,"Operational"
1539.00,"Code table 4.204 - Thunderstorm coverage",,"192-254",,"Reserved for local use",,,"Operational"
1540.00,"Code table 4.204 - Thunderstorm coverage",,"255",,"Missing",,,"Operational"
1541.00,"Code table 4.205 - Presence of aerosol",,"0",,"Aerosol not present",,,"Operational"
1542.00,"Code table 4.205 - Presence of aerosol",,"1",,"Aerosol present",,,"Operational"
1543.00,"Code table 4.205 - Presence of aerosol",,"2-191",,"Reserved",,,"Operational"
1544.00,"Code table 4.205 - Presence of aerosol",,"192-254",,"Reserved for local use",,,"Operational"
1545.00,"Code table 4.205 - Presence of aerosol",,"255",,"Missing",,,"Operational"
1546.00,"Code table 4.206 - Volcanic ash",,"0",,"Not present",,,"Operational"
1547.00,"Code table 4.206 - Volcanic ash",,"1",,"Present",,,"Operational"
1548.00,"Code table 4.206 - Volcanic ash",,"2-191",,"Reserved",,,"Operational"
1549.00,"Code table 4.206 - Volcanic ash",,"192-254",,"Reserved for local use",,,"Operational"
1550.00,"Code table 4.206 - Volcanic ash",,"255",,"Missing",,,"Operational"
1551.00,"Code table 4.207 - Icing",,"0",,"None",,,"Operational"
1552.00,"Code table 4.207 - Icing",,"1",,"Light",,,"Operational"
1553.00,"Code table 4.207 - Icing",,"2",,"Moderate",,,"Operational"
1554.00,"Code table 4.207 - Icing",,"3",,"Severe",,,"Operational"
1555.00,"Code table 4.207 - Icing",,"4",,"Trace",,,"Operational"
1556.00,"Code table 4.207 - Icing",,"5",,"Heavy",,,"Operational"
1557.00,"Code table 4.207 - Icing",,"6-191",,"Reserved",,,"Operational"
1558.00,"Code table 4.207 - Icing",,"192-254",,"Reserved for local use",,,"Operational"
1559.00,"Code table 4.207 - Icing",,"255",,"Missing",,,"Operational"
1560.00,"Code table 4.208 - Turbulence",,"0",,"None (smooth)",,,"Operational"
1561.00,"Code table 4.208 - Turbulence",,"1",,"Light",,,"Operational"
